日期,平台,国家,订阅类型,_window,日均订阅毛利（剔除退款，$）,新增毛利,续订毛利
2026-07-06,整体,韩国,整体,recent_8w,85.39214285714284,13.883857142857142,73.39700000000002
2026-07-06,整体,香港,整体,recent_8w,33.063428571428574,25.550333333333338,16.415333333333333
2026-07-06,整体,马尔代夫,整体,recent_8w,2.9894285714285718,0.0,7.870333333333334
2026-07-06,整体,马恩岛,整体,recent_8w,0.0,,
2026-07-06,整体,马拉维,整体,recent_8w,2.498,8.743,0.0
2026-07-06,整体,马提尼克岛,整体,recent_8w,0.0,,
2026-07-06,整体,马来西亚,整体,recent_8w,84.29885714285714,40.11257142857143,53.69242857142857
2026-07-06,整体,马约特,整体,recent_8w,0.0,,
2026-07-06,整体,马绍尔群岛,整体,recent_8w,0.0,,
2026-07-06,整体,马耳他,整体,recent_8w,40.901,20.232428571428567,25.08828571428571
2026-07-06,整体,马达加斯加,整体,recent_8w,1.847,2.2715,4.193
2026-07-06,整体,马里,整体,recent_8w,6.5360000000000005,3.748,3.587
2026-07-06,整体,黎巴嫩,整体,recent_8w,44.58728571428571,42.92700000000001,13.106285714285715
2026-07-06,整体,黑山,整体,recent_8w,41.360285714285716,29.337142857142858,16.24457142857143
2026-07-13,整体,不丹,整体,recent_8w,0.0,,
2026-07-13,整体,东帝汶,整体,recent_8w,0.0,,
2026-07-13,整体,中国,整体,recent_8w,,13.964714285714285,9.387428571428572
2026-07-13,整体,中国内地,整体,recent_8w,23.35214285714286,,
2026-07-13,整体,中非,整体,recent_8w,0.0,,
2026-07-13,整体,丹麦,整体,recent_8w,361.1531428571429,173.576,218.6538571428571
2026-07-13,整体,乌克兰,整体,recent_8w,1056.627,681.8945714285713,528.949
2026-07-13,整体,乌兹别克斯坦,整体,recent_8w,17.477285714285717,18.706,5.019571428571429
2026-07-13,整体,乌干达,整体,recent_8w,5.795,3.8628571428571425,1.9321428571428572
2026-07-13,整体,乌拉圭,整体,recent_8w,31.75842857142857,11.379285714285714,22.919285714285714
2026-07-13,整体,乍得,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,也门,整体,recent_8w,0.0,,
2026-07-13,整体,亚美尼亚,整体,recent_8w,45.445142857142855,52.26271428571429,18.591857142857144
2026-07-13,整体,以色列,整体,recent_8w,1228.2100000000003,362.2528571428571,903.2548571428571
2026-07-13,整体,伊拉克,整体,recent_8w,3.6709999999999994,2.948,2.3200000000000003
2026-07-13,整体,伊朗,整体,recent_8w,0.0,,
2026-07-13,整体,伯利兹,整体,recent_8w,4.019428571428572,7.231000000000001,2.1476666666666664
2026-07-13,整体,佛得角,整体,recent_8w,1.699,0.0,11.893
2026-07-13,整体,俄罗斯,整体,recent_8w,126.5257142857143,93.259,50.71671428571428
2026-07-13,整体,保加利亚,整体,recent_8w,216.15814285714285,110.70942857142857,124.55814285714284
2026-07-13,整体,克罗地亚,整体,recent_8w,522.1412857142857,252.83557142857143,303.7631428571429
2026-07-13,整体,关岛,整体,recent_8w,0.0,,
2026-07-13,整体,冈比亚,整体,recent_8w,7.193,4.547666666666667,3.8441666666666667
2026-07-13,整体,冰岛,整体,recent_8w,35.62057142857143,15.318571428571428,23.546
2026-07-13,整体,几内亚,整体,recent_8w,0.0,,
2026-07-13,整体,几内亚比绍,整体,recent_8w,0.0,,
2026-07-13,整体,列支敦士登,整体,recent_8w,0.0,,
2026-07-13,整体,刚果共和国,整体,recent_8w,0.0,,
2026-07-13,整体,刚果民主共和国,整体,recent_8w,4.961142857142856,0.0,8.682
2026-07-13,整体,利比亚,整体,recent_8w,0.0,,
2026-07-13,整体,利比里亚,整体,recent_8w,8.554857142857143,7.1232,4.8536
2026-07-13,整体,加拿大,整体,recent_8w,5577.768857142858,2886.144714285714,3425.461571428571
2026-07-13,整体,加纳,整体,recent_8w,34.35142857142857,33.899571428571434,7.949142857142858
2026-07-13,整体,加蓬,整体,recent_8w,3.099,10.8465,0.0
2026-07-13,整体,匈牙利,整体,recent_8w,251.99428571428572,116.91185714285714,141.04242857142856
2026-07-13,整体,北马其顿,整体,recent_8w,73.70057142857142,46.55742857142857,42.33614285714287
2026-07-13,整体,北马里亚纳群岛,整体,recent_8w,0.0,,
2026-07-13,整体,南极洲,整体,recent_8w,0.0,,
2026-07-13,整体,南苏丹,整体,recent_8w,0.0,,
2026-07-13,整体,南非,整体,recent_8w,413.78428571428566,157.71942857142858,298.71528571428564
2026-07-13,整体,博茨瓦纳,整体,recent_8w,5.958,11.641,4.125333333333333
2026-07-13,整体,卡塔尔,整体,recent_8w,32.28628571428572,13.822428571428572,19.699857142857145
2026-07-13,整体,卢旺达,整体,recent_8w,5.4990000000000006,9.62325,0.0
2026-07-13,整体,卢森堡,整体,recent_8w,32.67685714285714,10.264,22.412857142857142
2026-07-13,整体,印度,整体,recent_8w,0.0,,
2026-07-13,整体,印度尼西亚,整体,recent_8w,65.52771428571428,40.662285714285716,44.76542857142857
2026-07-13,整体,危地马拉,整体,recent_8w,81.63428571428571,49.18942857142857,42.34028571428571
2026-07-13,整体,厄瓜多尔,整体,recent_8w,173.896,68.32157142857143,112.4192857142857
2026-07-13,整体,叙利亚,整体,recent_8w,0.0,,
2026-07-13,整体,古巴,整体,recent_8w,0.0,,
2026-07-13,整体,台湾,整体,recent_8w,13.368428571428572,4.232857142857143,9.135571428571428
2026-07-13,整体,吉尔吉斯斯坦,整体,recent_8w,56.26614285714287,62.845142857142854,10.826571428571429
2026-07-13,整体,吉布提,整体,recent_8w,0.0,,
2026-07-13,整体,哈萨克斯坦,整体,recent_8w,217.09885714285716,262.06185714285715,96.99771428571428
2026-07-13,整体,哥伦比亚,整体,recent_8w,812.4324285714285,418.5218571428572,489.33214285714286
2026-07-13,整体,哥斯达黎加,整体,recent_8w,96.02028571428572,49.82528571428571,68.5607142857143
2026-07-13,整体,喀麦隆,整体,recent_8w,15.313714285714285,10.117428571428572,5.196285714285715
2026-07-13,整体,土库曼斯坦,整体,recent_8w,0.0,,
2026-07-13,整体,土耳其,整体,recent_8w,746.123857142857,535.6797142857143,281.88685714285714
2026-07-13,整体,圣卢西亚,整体,recent_8w,2.4681428571428574,1.13575,3.1835
2026-07-13,整体,圣基茨和尼维斯,整体,recent_8w,5.400285714285714,7.231000000000001,5.369666666666667
2026-07-13,整体,圣多美和普林西比,整体,recent_8w,0.0,,
2026-07-13,整体,圣巴泰勒米岛,整体,recent_8w,0.0,,
2026-07-13,整体,圣文森特和格林纳丁斯,整体,recent_8w,0.0,,
2026-07-13,整体,圣皮埃尔和密克隆群岛,整体,recent_8w,0.0,,
2026-07-13,整体,圣诞岛,整体,recent_8w,0.0,,
2026-07-13,整体,圣马力诺,整体,recent_8w,0.0,,
2026-07-13,整体,圭亚那,整体,recent_8w,4.696,0.0,7.542833333333334
2026-07-13,整体,坦桑尼亚,整体,recent_8w,15.759142857142859,12.468142857142857,6.446142857142857
2026-07-13,整体,埃及,整体,recent_8w,39.87414285714285,26.679142857142857,20.76457142857143
2026-07-13,整体,埃塞俄比亚,整体,recent_8w,0.0,,
2026-07-13,整体,基里巴斯,整体,recent_8w,0.0,,
2026-07-13,整体,塔吉克斯坦,整体,recent_8w,32.955285714285715,31.684571428571427,1.2707142857142857
2026-07-13,整体,塞内加尔,整体,recent_8w,5.432,4.052428571428572,2.226142857142857
2026-07-13,整体,塞尔维亚,整体,recent_8w,443.3752857142857,228.89357142857142,268.1787142857143
2026-07-13,整体,塞拉利昂,整体,recent_8w,2.8949999999999996,3.099,2.895
2026-07-13,整体,塞浦路斯,整体,recent_8w,105.338,46.02014285714285,65.80714285714285
2026-07-13,整体,塞舌尔,整体,recent_8w,0.0,,
2026-07-13,整体,墨西哥,整体,recent_8w,2244.189571428571,894.5694285714287,1592.024857142857
2026-07-13,整体,多哥,整体,recent_8w,0.0,,
2026-07-13,整体,多米尼克,整体,recent_8w,3.099,21.693,0.0
2026-07-13,整体,多米尼加,整体,recent_8w,115.14942857142857,56.28214285714286,70.911
2026-07-13,整体,奥兰群岛,整体,recent_8w,0.0,,
2026-07-13,整体,奥地利,整体,recent_8w,311.89471428571426,155.80385714285714,183.43171428571426
2026-07-13,整体,委内瑞拉,整体,recent_8w,14.530142857142854,9.344714285714288,5.185428571428572
2026-07-13,整体,孟加拉,整体,recent_8w,1.0184285714285715,0.0,1.7822500000000001
2026-07-13,整体,安哥拉,整体,recent_8w,2.870142857142857,2.3205,1.028
2026-07-13,整体,安圭拉,整体,recent_8w,0.0,,
2026-07-13,整体,安提瓜和巴布达,整体,recent_8w,0.48214285714285715,0.0,3.375
2026-07-13,整体,安道尔,整体,recent_8w,0.0,,
2026-07-13,整体,密克罗尼西亚联邦,整体,recent_8w,0.0,,
2026-07-13,整体,尼加拉瓜,整体,recent_8w,13.411857142857142,7.245,8.836142857142857
2026-07-13,整体,尼日利亚,整体,recent_8w,161.95985714285715,166.92228571428572,41.58842857142857
2026-07-13,整体,尼日尔,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,尼泊尔,整体,recent_8w,0.0,,
2026-07-13,整体,巴勒斯坦,整体,recent_8w,0.0,,
2026-07-13,整体,巴哈马,整体,recent_8w,25.703,8.4105,21.9995
2026-07-13,整体,巴基斯坦,整体,recent_8w,35.78928571428572,21.648285714285713,20.55857142857143
2026-07-13,整体,巴巴多斯,整体,recent_8w,14.149714285714285,5.755833333333334,13.829166666666666
2026-07-13,整体,巴布亚新几内亚,整体,recent_8w,0.48214285714285715,0.0,3.375
2026-07-13,整体,巴拉圭,整体,recent_8w,81.46242857142856,39.14028571428571,44.14128571428571
2026-07-13,整体,巴拿马,整体,recent_8w,67.51285714285714,41.32528571428571,35.702714285714286
2026-07-13,整体,巴林,整体,recent_8w,21.25785714285714,14.350428571428571,6.907428571428572
2026-07-13,整体,巴西,整体,recent_8w,13621.166857142856,8481.838857142857,6683.146428571429
2026-07-13,整体,布基纳法索,整体,recent_8w,0.7674285714285715,1.8172000000000001,1.9586
2026-07-13,整体,布隆迪,整体,recent_8w,0.0,,
2026-07-13,整体,布韦岛,整体,recent_8w,0.0,,
2026-07-13,整体,希腊,整体,recent_8w,606.5615714285714,256.78000000000003,426.4748571428571
2026-07-13,整体,帕劳,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,库克群岛,整体,recent_8w,0.0,,
2026-07-13,整体,库拉索,整体,recent_8w,0.0,,
2026-07-13,整体,开曼群岛,整体,recent_8w,4.874428571428571,0.0,11.373666666666667
2026-07-13,整体,德国,整体,recent_8w,3018.015142857143,1699.9255714285716,1696.2694285714283
2026-07-13,整体,意大利,整体,recent_8w,924.7477142857143,457.46600000000007,612.5894285714286
2026-07-13,整体,所罗门群岛,整体,recent_8w,0.0,,
2026-07-13,整体,拉脱维亚,整体,recent_8w,77.06357142857142,42.69585714285714,48.88728571428572
2026-07-13,整体,挪威,整体,recent_8w,293.7257142857143,143.17542857142857,173.03842857142854
2026-07-13,整体,捷克,整体,recent_8w,260.68857142857144,115.44742857142856,171.6867142857143
2026-07-13,整体,摩尔多瓦,整体,recent_8w,66.83614285714286,42.815714285714286,36.55742857142857
2026-07-13,整体,摩洛哥,整体,recent_8w,16.68057142857143,14.540428571428572,8.338142857142858
2026-07-13,整体,摩纳哥,整体,recent_8w,0.0,,
2026-07-13,整体,整体,整体,recent_8w,139702.8367142857,64619.05071428572,89620.16414285715
2026-07-13,整体,文莱,整体,recent_8w,3.9342857142857146,10.428,3.342
2026-07-13,整体,斐济,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,斯威士兰,整体,recent_8w,1.989,13.923,0.0
2026-07-13,整体,斯洛伐克,整体,recent_8w,131.80185714285713,49.46714285714285,90.82257142857142
2026-07-13,整体,斯洛文尼亚,整体,recent_8w,79.05642857142857,34.636,47.13014285714286
2026-07-13,整体,斯里兰卡,整体,recent_8w,15.600999999999997,12.659,5.542166666666667
2026-07-13,整体,新加坡,整体,recent_8w,61.68542857142858,36.575428571428574,34.75557142857143
2026-07-13,整体,新喀里多尼亚,整体,recent_8w,0.0,,
2026-07-13,整体,新西兰,整体,recent_8w,269.68600000000004,116.66371428571428,182.66385714285713
2026-07-13,整体,日本,整体,recent_8w,87.77685714285714,32.81485714285714,57.492714285714285
2026-07-13,整体,智利,整体,recent_8w,262.75342857142857,115.9452857142857,174.78942857142854
2026-07-13,整体,未知,整体,recent_8w,32.89157142857143,16.92942857142857,15.96214285714286
2026-07-13,整体,柬埔寨,整体,recent_8w,7.6334285714285715,2.8132,7.873599999999999
2026-07-13,整体,根西岛,整体,recent_8w,0.0,,
2026-07-13,整体,格林纳达,整体,recent_8w,5.581571428571428,10.028666666666666,2.9949999999999997
2026-07-13,整体,格陵兰,整体,recent_8w,0.0,,
2026-07-13,整体,格鲁吉亚,整体,recent_8w,136.82542857142857,103.05600000000001,50.294
2026-07-13,整体,比利时,整体,recent_8w,357.8447142857143,170.10399999999998,239.91042857142855
2026-07-13,整体,毛里塔尼亚,整体,recent_8w,0.0,,
2026-07-13,整体,毛里求斯,整体,recent_8w,2.722857142857143,0.6784,4.5920000000000005
2026-07-13,整体,汤加,整体,recent_8w,0.0,,
2026-07-13,整体,沙特阿拉伯,整体,recent_8w,91.23085714285715,49.74571428571429,57.05014285714286
2026-07-13,整体,法国,整体,recent_8w,686.7418571428573,452.96185714285724,369.2298571428572
2026-07-13,整体,法属圣马丁,整体,recent_8w,0.0,,
2026-07-13,整体,法属圭亚那,整体,recent_8w,0.0,,
2026-07-13,整体,法属波利尼西亚,整体,recent_8w,0.0,,
2026-07-13,整体,法罗群岛,整体,recent_8w,0.0,,
2026-07-13,整体,波兰,整体,recent_8w,419.8035714285714,229.76414285714284,258.3348571428572
2026-07-13,整体,波多黎各,整体,recent_8w,0.0,,
2026-07-13,整体,波黑,整体,recent_8w,113.59014285714284,78.33571428571429,42.925428571428576
2026-07-13,整体,泰国,整体,recent_8w,55.284285714285716,37.88328571428571,26.786714285714286
2026-07-13,整体,泽西岛,整体,recent_8w,0.0,,
2026-07-13,整体,津巴布韦,整体,recent_8w,16.344428571428573,17.968166666666665,2.0589999999999997
2026-07-13,整体,洪都拉斯,整体,recent_8w,50.93214285714286,20.881428571428575,38.446714285714286
2026-07-13,整体,海地,整体,recent_8w,0.0,,
2026-07-13,整体,澳大利亚,整体,recent_8w,5906.847571428572,2745.5107142857146,3871.7782857142856
2026-07-13,整体,澳门,整体,recent_8w,2.9794285714285715,20.856,0.0
2026-07-13,整体,爱尔兰,整体,recent_8w,920.3015714285713,374.57514285714285,650.0604285714286
2026-07-13,整体,爱沙尼亚,整体,recent_8w,96.99742857142857,40.674285714285716,65.33071428571428
2026-07-13,整体,牙买加,整体,recent_8w,49.52728571428571,29.467571428571425,30.155714285714282
2026-07-13,整体,特克斯和凯科斯群岛,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,特立尼达和多巴哥,整体,recent_8w,13.814285714285713,4.453166666666666,11.663499999999999
2026-07-13,整体,玻利维亚,整体,recent_8w,46.737285714285704,26.873571428571427,20.95757142857143
2026-07-13,整体,瑙鲁,整体,recent_8w,0.0,,
2026-07-13,整体,瑞典,整体,recent_8w,343.48614285714285,158.5434285714286,212.94885714285718
2026-07-13,整体,瑞士,整体,recent_8w,567.3442857142857,287.1112857142857,329.0935714285714
2026-07-13,整体,瓜德罗普,整体,recent_8w,0.0,,
2026-07-13,整体,瓦利斯和富图纳群岛,整体,recent_8w,0.0,,
2026-07-13,整体,瓦努阿图,整体,recent_8w,0.0,,
2026-07-13,整体,留尼汪岛,整体,recent_8w,0.0,,
2026-07-13,整体,白俄罗斯,整体,recent_8w,343.01671428571433,252.16014285714283,156.61657142857143
2026-07-13,整体,百慕大,整体,recent_8w,3.866285714285714,2.5071666666666665,2.0035000000000003
2026-07-13,整体,直布罗陀,整体,recent_8w,0.0,,
2026-07-13,整体,福克兰群岛,整体,recent_8w,0.0,,
2026-07-13,整体,科威特,整体,recent_8w,73.16314285714286,34.89328571428572,44.594142857142856
2026-07-13,整体,科摩罗,整体,recent_8w,0.0,,
2026-07-13,整体,科特迪瓦,整体,recent_8w,14.797714285714287,13.105428571428572,3.3854285714285717
2026-07-13,整体,科索沃,整体,recent_8w,60.050285714285714,61.37857142857143,24.912714285714284
2026-07-13,整体,秘鲁,整体,recent_8w,293.50999999999993,140.74271428571427,191.3905714285714
2026-07-13,整体,突尼斯,整体,recent_8w,0.24285714285714285,0.0,0.5666666666666667
2026-07-13,整体,立陶宛,整体,recent_8w,170.44700000000003,96.51014285714284,95.76914285714285
2026-07-13,整体,索马里,整体,recent_8w,0.0,,
2026-07-13,整体,约旦,整体,recent_8w,28.654142857142855,24.56842857142857,15.080714285714288
2026-07-13,整体,纳米比亚,整体,recent_8w,1.1048571428571428,0.0,1.9335
2026-07-13,整体,纽埃岛,整体,recent_8w,0.0,,
2026-07-13,整体,缅甸,整体,recent_8w,0.0,,
2026-07-13,整体,罗马尼亚,整体,recent_8w,431.92928571428575,219.99314285714286,284.3057142857143
2026-07-13,整体,美国,整体,recent_8w,70975.46271428572,28601.031857142858,47842.32442857143
2026-07-13,整体,美属维尔京群岛,整体,recent_8w,0.0,,
2026-07-13,整体,美属萨摩亚,整体,recent_8w,0.0,,
2026-07-13,整体,老挝,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,肯尼亚,整体,recent_8w,22.931,14.680428571428573,16.842142857142857
2026-07-13,整体,芬兰,整体,recent_8w,154.9017142857143,71.21557142857144,104.39999999999999
2026-07-13,整体,苏丹,整体,recent_8w,0.0,,
2026-07-13,整体,苏里南,整体,recent_8w,3.1808571428571426,22.266,0.0
2026-07-13,整体,英国,整体,recent_8w,16186.523000000001,7606.894142857143,11239.29057142857
2026-07-13,整体,英属印度洋领地,整体,recent_8w,0.0,,
2026-07-13,整体,英属维尔京群岛,整体,recent_8w,0.0,,
2026-07-13,整体,荷兰,整体,recent_8w,860.352,463.91414285714285,488.3154285714286
2026-07-13,整体,荷属圣马丁,整体,recent_8w,0.0,,
2026-07-13,整体,荷属安的列斯,整体,recent_8w,0.0,,
2026-07-13,整体,莫桑比克,整体,recent_8w,8.85357142857143,5.668333333333334,5.792833333333334
2026-07-13,整体,莱索托,整体,recent_8w,0.0,,
2026-07-13,整体,菲律宾,整体,recent_8w,348.20242857142864,234.299,177.28142857142853
2026-07-13,整体,萨尔瓦多,整体,recent_8w,41.932142857142864,27.861428571428572,17.384
2026-07-13,整体,萨摩亚,整体,recent_8w,0.0,,
2026-07-13,整体,葡萄牙,整体,recent_8w,964.8078571428571,507.91499999999996,612.5994285714286
2026-07-13,整体,蒙古,整体,recent_8w,8.453857142857144,8.405666666666667,2.353333333333333
2026-07-13,整体,蒙塞拉特岛,整体,recent_8w,0.0,,
2026-07-13,整体,西班牙,整体,recent_8w,1319.0462857142854,708.741,811.3358571428572
2026-07-13,整体,诺福克岛,整体,recent_8w,0.0,,
2026-07-13,整体,贝宁,整体,recent_8w,1.0084285714285715,3.5295,0.0
2026-07-13,整体,赞比亚,整体,recent_8w,2.1524285714285716,0.0,2.1524285714285716
2026-07-13,整体,赤道几内亚,整体,recent_8w,0.0,,
2026-07-13,整体,越南,整体,recent_8w,26.12842857142857,17.256857142857143,8.87157142857143
2026-07-13,整体,阿塞拜疆,整体,recent_8w,25.27242857142857,26.43042857142857,11.497142857142858
2026-07-13,整体,阿富汗,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,阿尔及利亚,整体,recent_8w,0.13685714285714284,0.0,0.958
2026-07-13,整体,阿尔巴尼亚,整体,recent_8w,60.730714285714285,45.37085714285714,23.349285714285717
2026-07-13,整体,阿曼,整体,recent_8w,18.947571428571425,1.500857142857143,17.446714285714286
2026-07-13,整体,阿根廷,整体,recent_8w,435.16285714285704,168.00571428571428,308.99528571428567
2026-07-13,整体,阿联酋,整体,recent_8w,480.50442857142855,172.14899999999997,324.81385714285716
2026-07-13,整体,阿鲁巴,整体,recent_8w,0.0,,
2026-07-13,整体,韩国,整体,recent_8w,119.54842857142856,27.57042857142857,104.7717142857143
2026-07-13,整体,香港,整体,recent_8w,32.367714285714285,15.129999999999999,18.60085714285714
2026-07-13,整体,马尔代夫,整体,recent_8w,1.0905714285714285,0.0,2.5446666666666666
2026-07-13,整体,马恩岛,整体,recent_8w,0.0,,
2026-07-13,整体,马拉维,整体,recent_8w,3.498,10.8465,1.3965
2026-07-13,整体,马提尼克岛,整体,recent_8w,0.0,,
2026-07-13,整体,马来西亚,整体,recent_8w,85.97357142857143,53.633714285714284,41.66385714285714
2026-07-13,整体,马约特,整体,recent_8w,0.0,,
2026-07-13,整体,马绍尔群岛,整体,recent_8w,0.0,,
2026-07-13,整体,马耳他,整体,recent_8w,70.70314285714286,35.234571428571435,44.90985714285714
2026-07-13,整体,马达加斯加,整体,recent_8w,0.0,0.0,0.0
2026-07-13,整体,马里,整体,recent_8w,9.403,8.912,1.598
2026-07-13,整体,黎巴嫩,整体,recent_8w,53.51542857142857,37.18142857142857,18.587857142857143
2026-07-13,整体,黑山,整体,recent_8w,48.07042857142857,34.032000000000004,27.73085714285714
2026-07-20,整体,不丹,整体,recent_8w,0.0,,
2026-07-20,整体,东帝汶,整体,recent_8w,0.0,,
2026-07-20,整体,中国,整体,recent_8w,,2.6915,4.572666666666666
2026-07-20,整体,中国内地,整体,recent_8w,6.226428571428571,,
2026-07-20,整体,中非,整体,recent_8w,0.0,,
2026-07-20,整体,丹麦,整体,recent_8w,445.4488571428571,205.535,273.4655714285714
2026-07-20,整体,乌克兰,整体,recent_8w,1243.079,847.3037142857144,561.4730000000001
2026-07-20,整体,乌兹别克斯坦,整体,recent_8w,38.83771428571429,33.88914285714286,5.304857142857143
2026-07-20,整体,乌干达,整体,recent_8w,6.610714285714287,5.6308333333333325,4.361666666666667
2026-07-20,整体,乌拉圭,整体,recent_8w,36.71442857142857,20.073428571428572,19.976428571428574
2026-07-20,整体,乍得,整体,recent_8w,0.0,,
2026-07-20,整体,也门,整体,recent_8w,3.099,10.8465,0.0
2026-07-20,整体,亚美尼亚,整体,recent_8w,54.772285714285715,40.36628571428571,31.54842857142857
2026-07-20,整体,以色列,整体,recent_8w,1262.318857142857,409.28842857142854,890.2705714285713
2026-07-20,整体,伊拉克,整体,recent_8w,12.811142857142856,9.091285714285716,3.719857142857143
2026-07-20,整体,伊朗,整体,recent_8w,0.0,,
2026-07-20,整体,伯利兹,整体,recent_8w,7.317285714285714,0.931,16.142666666666667
2026-07-20,整体,佛得角,整体,recent_8w,0.0,0.0,0.0
2026-07-20,整体,俄罗斯,整体,recent_8w,125.10585714285715,77.15714285714286,48.59871428571429
2026-07-20,整体,保加利亚,整体,recent_8w,211.21914285714283,108.35971428571429,117.85614285714288
2026-07-20,整体,克罗地亚,整体,recent_8w,537.2991428571429,254.83571428571426,349.52171428571427
2026-07-20,整体,关岛,整体,recent_8w,0.0,,
2026-07-20,整体,冈比亚,整体,recent_8w,6.143999999999999,5.2458,3.3558
2026-07-20,整体,冰岛,整体,recent_8w,36.38842857142857,8.465285714285715,29.246285714285715
2026-07-20,整体,几内亚,整体,recent_8w,0.0,,
2026-07-20,整体,几内亚比绍,整体,recent_8w,0.0,,
2026-07-20,整体,列支敦士登,整体,recent_8w,0.0,,
2026-07-20,整体,刚果共和国,整体,recent_8w,0.9702857142857143,0.0,3.396
2026-07-20,整体,刚果民主共和国,整体,recent_8w,1.448,1.13575,1.39825
2026-07-20,整体,利比亚,整体,recent_8w,0.0,0.0,0.0
2026-07-20,整体,利比里亚,整体,recent_8w,13.424428571428573,17.53966666666667,1.7376666666666667
2026-07-20,整体,加拿大,整体,recent_8w,5579.119857142857,2807.4170000000004,3441.7461428571432
2026-07-20,整体,加纳,整体,recent_8w,24.37014285714286,26.50385714285714,11.795285714285713
2026-07-20,整体,加蓬,整体,recent_8w,0.493,0.0,3.4143333333333334
2026-07-20,整体,匈牙利,整体,recent_8w,230.51914285714287,125.30071428571429,124.84628571428571
2026-07-20,整体,北马其顿,整体,recent_8w,65.27042857142858,37.895714285714284,33.99399999999999
2026-07-20,整体,北马里亚纳群岛,整体,recent_8w,0.0,,
2026-07-20,整体,南极洲,整体,recent_8w,0.0,,
2026-07-20,整体,南苏丹,整体,recent_8w,0.0,,
2026-07-20,整体,南非,整体,recent_8w,476.29799999999994,186.9617142857143,341.86385714285717
2026-07-20,整体,博茨瓦纳,整体,recent_8w,10.592571428571429,5.42325,13.11375
2026-07-20,整体,卡塔尔,整体,recent_8w,54.34585714285714,21.266428571428573,33.07942857142857
2026-07-20,整体,卢旺达,整体,recent_8w,1.0050000000000001,0.931,1.414
2026-07-20,整体,卢森堡,整体,recent_8w,43.686428571428564,20.241000000000003,25.583571428571428
2026-07-20,整体,印度,整体,recent_8w,0.0,,
2026-07-20,整体,印度尼西亚,整体,recent_8w,54.041,50.95042857142857,18.337857142857143
2026-07-20,整体,危地马拉,整体,recent_8w,79.2537142857143,35.23828571428571,60.063428571428574
2026-07-20,整体,厄瓜多尔,整体,recent_8w,206.28542857142858,85.12942857142856,135.56428571428572
2026-07-20,整体,叙利亚,整体,recent_8w,0.0,,
2026-07-20,整体,古巴,整体,recent_8w,0.0,,
2026-07-20,整体,台湾,整体,recent_8w,29.644000000000002,21.81857142857143,12.036714285714284
2026-07-20,整体,吉尔吉斯斯坦,整体,recent_8w,52.95542857142856,64.09171428571429,19.389142857142854
2026-07-20,整体,吉布提,整体,recent_8w,0.0,,
2026-07-20,整体,哈萨克斯坦,整体,recent_8w,294.81057142857145,288.92428571428576,123.093
2026-07-20,整体,哥伦比亚,整体,recent_8w,823.6722857142857,414.1842857142857,489.67371428571425
2026-07-20,整体,哥斯达黎加,整体,recent_8w,101.93885714285715,59.22485714285715,60.22828571428572
2026-07-20,整体,喀麦隆,整体,recent_8w,19.780857142857144,21.375857142857143,1.7584285714285717
2026-07-20,整体,土库曼斯坦,整体,recent_8w,0.0,,
2026-07-20,整体,土耳其,整体,recent_8w,788.5068571428571,598.4385714285714,258.56442857142855
2026-07-20,整体,圣卢西亚,整体,recent_8w,9.779142857142858,16.269750000000002,0.84375
2026-07-20,整体,圣基茨和尼维斯,整体,recent_8w,4.433571428571429,8.677200000000001,1.8684
2026-07-20,整体,圣多美和普林西比,整体,recent_8w,0.0,,
2026-07-20,整体,圣巴泰勒米岛,整体,recent_8w,0.0,,
2026-07-20,整体,圣文森特和格林纳丁斯,整体,recent_8w,0.6058571428571428,0.0,3.9779999999999998
2026-07-20,整体,圣皮埃尔和密克隆群岛,整体,recent_8w,0.0,,
2026-07-20,整体,圣诞岛,整体,recent_8w,0.0,,
2026-07-20,整体,圣马力诺,整体,recent_8w,0.0,,
2026-07-20,整体,圭亚那,整体,recent_8w,4.696,8.677200000000001,3.5942
2026-07-20,整体,坦桑尼亚,整体,recent_8w,12.146571428571429,8.357000000000001,5.362428571428572
2026-07-20,整体,埃及,整体,recent_8w,30.813285714285715,16.638,22.781714285714287
2026-07-20,整体,埃塞俄比亚,整体,recent_8w,0.0,,
2026-07-20,整体,基里巴斯,整体,recent_8w,0.0,,
2026-07-20,整体,塔吉克斯坦,整体,recent_8w,30.877,32.00600000000001,1.9402857142857142
2026-07-20,整体,塞内加尔,整体,recent_8w,16.893142857142855,16.273142857142854,1.9878571428571428
2026-07-20,整体,塞尔维亚,整体,recent_8w,443.1105714285714,249.30228571428572,262.9385714285714
2026-07-20,整体,塞拉利昂,整体,recent_8w,7.325,12.81875,0.0
2026-07-20,整体,塞浦路斯,整体,recent_8w,88.05242857142856,35.992,68.908
2026-07-20,整体,塞舌尔,整体,recent_8w,2.1324285714285716,1.1186,4.3438
2026-07-20,整体,墨西哥,整体,recent_8w,2227.664714285714,942.7272857142858,1510.6245714285712
