层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%
1.2.卡塔尔.2,Android DAU,47.142857,46.0,46.285714,51.0,50.428571,51.428571,76.857143,55.428571,1.142857,2.484472
1.2.卢旺达,卢旺达 DAU,108.0,101.285714,91.285714,96.857143,93.0,89.142857,96.571429,97.285714,6.714286,6.629055
1.2.卢旺达.1,iOS DAU,46.142857,46.428571,40.285714,39.428571,39.428571,38.714286,40.714286,38.142857,-0.285714,-0.615385
1.2.卢旺达.2,Android DAU,61.857143,54.857143,51.0,57.428571,53.571429,50.428571,55.857143,59.142857,7.0,12.760417
1.2.卢森堡,卢森堡 DAU,130.428571,130.571429,131.285714,126.428571,135.285714,128.857143,150.857143,117.714286,-0.142857,-0.109409
1.2.卢森堡.1,iOS DAU,110.0,112.857143,112.0,107.428571,115.142857,110.285714,128.714286,99.285714,-2.857143,-2.531646
1.2.卢森堡.2,Android DAU,20.428571,17.714286,19.285714,19.0,20.142857,18.571429,22.142857,18.428571,2.714286,15.322581
1.2.印度,印度 DAU,2414.285714,2490.285714,2476.285714,2531.857143,2530.428571,2618.714286,2829.857143,2758.0,-76.0,-3.051859
1.2.印度.1,iOS DAU,276.714286,286.0,286.0,297.142857,300.142857,328.714286,327.428571,316.714286,-9.285714,-3.246753
1.2.印度.2,Android DAU,2137.571429,2204.285714,2190.285714,2234.714286,2230.285714,2290.0,2502.428571,2441.285714,-66.714286,-3.026572
1.2.印度尼西亚,印度尼西亚 DAU,1850.0,1872.571429,1883.571429,1853.142857,1850.285714,1909.428571,1933.0,1830.0,-22.571429,-1.205371
1.2.印度尼西亚.1,iOS DAU,944.142857,973.714286,1000.571429,967.428571,952.714286,983.857143,1019.857143,942.714286,-29.571429,-3.036972
1.2.印度尼西亚.2,Android DAU,905.857143,898.857143,883.0,885.714286,897.571429,925.571429,913.142857,887.285714,7.0,0.778767
1.2.危地马拉,危地马拉 DAU,713.428571,767.142857,756.142857,773.0,745.142857,739.428571,764.0,765.571429,-53.714286,-7.001862
1.2.危地马拉.1,iOS DAU,413.285714,448.571429,431.857143,456.285714,430.857143,433.0,453.857143,453.428571,-35.285714,-7.866242
1.2.危地马拉.2,Android DAU,300.142857,318.571429,324.285714,316.714286,314.285714,306.428571,310.142857,312.142857,-18.428571,-5.784753
1.2.厄瓜多尔,厄瓜多尔 DAU,1773.714286,1738.857143,1841.142857,1917.142857,1783.714286,1813.142857,1841.571429,1809.571429,34.857143,2.004601
1.2.厄瓜多尔.1,iOS DAU,1014.714286,978.714286,1039.714286,1079.714286,996.714286,1005.857143,1041.285714,1006.571429,36.0,3.678295
1.2.厄瓜多尔.2,Android DAU,759.0,760.142857,801.428571,837.428571,787.0,807.285714,800.285714,803.0,-1.142857,-0.150348
1.2.厄立特里亚,厄立特里亚 DAU,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2.厄立特里亚.1,iOS DAU,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2.厄立特里亚.2,Android DAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2.叙利亚,叙利亚 DAU,383.857143,399.285714,393.0,369.571429,390.285714,404.714286,469.857143,376.857143,-15.428571,-3.864043
1.2.叙利亚.1,iOS DAU,90.714286,91.857143,85.857143,82.428571,85.857143,90.0,110.285714,81.142857,-1.142857,-1.244168
1.2.叙利亚.2,Android DAU,293.142857,307.428571,307.142857,287.142857,304.428571,314.714286,359.571429,295.714286,-14.285714,-4.64684
1.2.古巴,古巴 DAU,41.0,49.857143,53.857143,51.0,48.571429,53.0,53.714286,60.142857,-8.857143,-17.765043
1.2.古巴.1,iOS DAU,11.571429,13.428571,15.857143,14.142857,14.571429,13.0,15.0,16.714286,-1.857143,-13.829787
1.2.古巴.2,Android DAU,29.428571,36.428571,38.0,36.857143,34.0,40.0,38.714286,43.428571,-7.0,-19.215686
1.2.吉尔吉斯斯坦,吉尔吉斯斯坦 DAU,314.428571,312.714286,301.857143,293.714286,306.714286,306.142857,377.571429,238.142857,1.714286,0.548196
1.2.吉尔吉斯斯坦.1,iOS DAU,264.571429,269.0,259.142857,246.857143,261.142857,252.857143,317.714286,190.428571,-4.428571,-1.646309
1.2.吉尔吉斯斯坦.2,Android DAU,49.857143,43.714286,42.714286,46.857143,45.571429,53.285714,59.857143,47.714286,6.142857,14.052288
1.2.吉布提,吉布提 DAU,4.333333,2.571429,3.0,2.142857,3.428571,2.714286,4.0,2.666667,1.761905,68.518519
1.2.吉布提.1,iOS DAU,2.4,1.714286,2.285714,1.5,1.666667,1.8,1.5,1.333333,0.685714,40.0
1.2.吉布提.2,Android DAU,2.8,2.0,1.0,1.5,2.0,2.0,3.166667,2.4,0.8,40.0
1.2.哈萨克斯坦,哈萨克斯坦 DAU,2217.285714,2147.571429,2113.714286,2110.571429,2116.142857,1985.0,2207.428571,1613.714286,69.714286,3.246192
1.2.哈萨克斯坦.1,iOS DAU,1879.142857,1828.714286,1789.857143,1791.0,1813.142857,1678.428571,1864.857143,1286.571429,50.428571,2.757597
1.2.哈萨克斯坦.2,Android DAU,338.142857,318.857143,323.857143,319.571429,303.0,306.571429,342.571429,327.142857,19.285714,6.048387
1.2.哥伦比亚,哥伦比亚 DAU,8018.857143,8378.857143,8265.857143,8659.142857,8150.0,7678.714286,8016.0,8357.428571,-360.0,-4.296529
1.2.哥伦比亚.1,iOS DAU,5599.285714,5831.857143,5736.571429,6041.0,5728.428571,5375.0,5584.857143,5826.571429,-232.571429,-3.987948
1.2.哥伦比亚.2,Android DAU,2419.571429,2547.0,2529.285714,2618.142857,2421.571429,2303.714286,2431.142857,2530.857143,-127.428571,-5.003085
1.2.哥斯达黎加,哥斯达黎加 DAU,616.857143,596.0,629.285714,605.714286,609.857143,628.285714,609.142857,616.857143,20.857143,3.499521
