层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%
1.摩纳哥.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,23.0,23.0,12.0,11.0,11.0,7.0,6.0,12.0,6.0,6.0,3.0,12.0,4.0,9.0,0.0,0.0
1.摩纳哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,439.0,445.0,288.0,212.0,228.0,116.0,145.0,181.0,152.0,222.0,303.0,459.0,468.0,338.0,-6.0,-1.348315
1.文莱,文莱MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,233.0,226.0,246.0,257.0,285.0,238.0,265.0,261.0,254.0,347.0,266.0,285.0,288.0,303.0,7.0,3.097345
1.文莱.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,38.0,39.0,43.0,45.0,56.0,30.0,37.0,38.0,24.0,41.0,22.0,37.0,24.0,28.0,-1.0,-2.564103
1.文莱.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,4.0,6.0,6.0,7.0,4.0,3.0,5.0,7.0,1.0,,5.0,5.0,3.0,,-2.0,-33.333333
1.文莱.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,34.0,33.0,37.0,38.0,52.0,27.0,32.0,31.0,23.0,41.0,17.0,32.0,21.0,28.0,1.0,3.030303
1.文莱.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,195.0,187.0,203.0,212.0,229.0,208.0,228.0,223.0,230.0,306.0,244.0,248.0,264.0,275.0,8.0,4.278075
1.斐济,斐济MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,539.0,497.0,519.0,511.0,417.0,392.0,548.0,573.0,530.0,736.0,602.0,632.0,629.0,601.0,42.0,8.450704
1.斐济.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,62.0,60.0,79.0,67.0,64.0,42.0,58.0,77.0,60.0,70.0,47.0,47.0,50.0,30.0,2.0,3.333333
1.斐济.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,4.0,6.0,4.0,6.0,7.0,6.0,6.0,3.0,2.0,1.0,6.0,8.0,4.0,2.0,-2.0,-33.333333
1.斐济.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,58.0,54.0,75.0,61.0,57.0,36.0,52.0,74.0,58.0,69.0,41.0,39.0,46.0,28.0,4.0,7.407407
1.斐济.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,477.0,437.0,440.0,444.0,353.0,350.0,490.0,496.0,470.0,666.0,555.0,585.0,579.0,571.0,40.0,9.153318
1.斯威士兰,斯威士兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,104.0,108.0,104.0,111.0,111.0,104.0,120.0,154.0,128.0,176.0,150.0,167.0,166.0,162.0,-4.0,-3.703704
1.斯威士兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,17.0,18.0,10.0,18.0,11.0,17.0,16.0,19.0,16.0,12.0,14.0,17.0,17.0,8.0,-1.0,-5.555556
1.斯威士兰.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,1.0,,,2.0,,3.0,,1.0,3.0,3.0,3.0,3.0,,
1.斯威士兰.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,17.0,18.0,9.0,18.0,11.0,15.0,16.0,16.0,16.0,11.0,11.0,14.0,14.0,5.0,-1.0,-5.555556
1.斯威士兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,87.0,90.0,94.0,93.0,100.0,87.0,104.0,135.0,112.0,164.0,136.0,150.0,149.0,154.0,-3.0,-3.333333
1.斯洛伐克,斯洛伐克MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,5088.0,4879.0,4767.0,4620.0,4485.0,4274.0,4736.0,5247.0,4726.0,6199.0,4783.0,5557.0,5415.0,5490.0,209.0,4.283665
1.斯洛伐克.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,725.0,666.0,734.0,636.0,545.0,483.0,603.0,678.0,666.0,560.0,322.0,539.0,483.0,442.0,59.0,8.858859
1.斯洛伐克.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,20.0,34.0,36.0,33.0,37.0,34.0,35.0,36.0,17.0,10.0,27.0,37.0,38.0,25.0,-14.0,-41.176471
1.斯洛伐克.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,705.0,632.0,698.0,603.0,508.0,449.0,568.0,642.0,649.0,550.0,295.0,502.0,445.0,417.0,73.0,11.550633
1.斯洛伐克.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4363.0,4213.0,4033.0,3984.0,3940.0,3791.0,4133.0,4569.0,4060.0,5639.0,4461.0,5018.0,4932.0,5048.0,150.0,3.560408
1.斯洛文尼亚,斯洛文尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3350.0,3242.0,3319.0,3001.0,2963.0,2835.0,3052.0,3297.0,3227.0,3996.0,3385.0,3710.0,3721.0,3821.0,108.0,3.331277
1.斯洛文尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,385.0,426.0,346.0,339.0,312.0,301.0,319.0,349.0,367.0,305.0,173.0,243.0,219.0,180.0,-41.0,-9.624413
1.斯洛文尼亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,11.0,11.0,12.0,12.0,21.0,7.0,13.0,13.0,7.0,5.0,12.0,13.0,10.0,10.0,0.0,0.0
1.斯洛文尼亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,374.0,415.0,334.0,327.0,291.0,294.0,306.0,336.0,360.0,300.0,161.0,230.0,209.0,170.0,-41.0,-9.879518
1.斯洛文尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2965.0,2816.0,2973.0,2662.0,2651.0,2534.0,2733.0,2948.0,2860.0,3691.0,3212.0,3467.0,3502.0,3641.0,149.0,5.291193
1.斯里兰卡,斯里兰卡MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3109.0,2998.0,3311.0,3552.0,3920.0,4038.0,4555.0,4600.0,4242.0,5034.0,4590.0,5057.0,4810.0,4903.0,111.0,3.702468
1.斯里兰卡.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,434.0,395.0,523.0,516.0,588.0,526.0,601.0,644.0,502.0,572.0,488.0,586.0,529.0,472.0,39.0,9.873418
1.斯里兰卡.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,18.0,16.0,47.0,42.0,75.0,56.0,69.0,53.0,38.0,23.0,89.0,82.0,65.0,64.0,2.0,12.5
1.斯里兰卡.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,416.0,379.0,476.0,474.0,513.0,470.0,532.0,591.0,464.0,549.0,399.0,504.0,464.0,408.0,37.0,9.762533
1.斯里兰卡.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2675.0,2603.0,2788.0,3036.0,3332.0,3512.0,3954.0,3956.0,3740.0,4462.0,4102.0,4471.0,4281.0,4431.0,72.0,2.766039
1.新加坡,新加坡MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,11657.0,10450.0,10649.0,10043.0,9767.0,7504.0,9236.0,8971.0,9348.0,11585.0,8331.0,7553.0,7198.0,6920.0,1207.0,11.550239
1.新加坡.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1151.0,1023.0,1163.0,1097.0,1101.0,812.0,1085.0,1128.0,1027.0,1225.0,557.0,542.0,511.0,498.0,128.0,12.512219
1.新加坡.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,44.0,66.0,67.0,75.0,97.0,70.0,81.0,47.0,43.0,71.0,237.0,197.0,158.0,179.0,-22.0,-33.333333
1.新加坡.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1107.0,957.0,1096.0,1022.0,1004.0,742.0,1004.0,1081.0,984.0,1154.0,320.0,345.0,353.0,319.0,150.0,15.673981
1.新加坡.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,10506.0,9427.0,9486.0,8946.0,8666.0,6692.0,8151.0,7843.0,8321.0,10360.0,7774.0,7011.0,6687.0,6422.0,1079.0,11.445847
1.新喀里多尼亚,新喀里多尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,56.0,36.0,49.0,52.0,39.0,44.0,68.0,70.0,50.0,73.0,54.0,60.0,69.0,51.0,20.0,55.555556
1.新喀里多尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,17.0,6.0,14.0,12.0,9.0,9.0,9.0,14.0,10.0,11.0,7.0,13.0,13.0,6.0,11.0,183.333333
1.新喀里多尼亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,1.0,1.0,5.0,4.0,5.0,2.0,,2.0,,,1.0,1.0,1.0,0.0,0.0
1.新喀里多尼亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,16.0,5.0,13.0,7.0,5.0,4.0,7.0,14.0,8.0,11.0,7.0,12.0,12.0,5.0,11.0,220.0
1.新喀里多尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,39.0,30.0,35.0,40.0,30.0,35.0,59.0,56.0,40.0,62.0,47.0,47.0,56.0,45.0,9.0,30.0
1.新西兰,新西兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,7201.0,7030.0,7735.0,7975.0,8377.0,8504.0,9828.0,10186.0,9256.0,11370.0,9456.0,9752.0,9680.0,9637.0,171.0,2.432432
1.新西兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,865.0,921.0,1031.0,1011.0,1050.0,1094.0,1324.0,1402.0,1312.0,1200.0,601.0,658.0,720.0,701.0,-56.0,-6.080347
1.新西兰.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,31.0,34.0,52.0,69.0,71.0,62.0,67.0,76.0,72.0,17.0,88.0,53.0,60.0,55.0,-3.0,-8.823529
1.新西兰.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,834.0,887.0,979.0,942.0,979.0,1032.0,1257.0,1326.0,1240.0,1183.0,513.0,605.0,660.0,646.0,-53.0,-5.975197
1.新西兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,6336.0,6109.0,6704.0,6964.0,7327.0,7410.0,8504.0,8784.0,7944.0,10170.0,8855.0,9094.0,8960.0,8936.0,227.0,3.715829
1.日本,日本MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,9033.0,11595.0,11866.0,11655.0,9102.0,7836.0,8634.0,8966.0,9727.0,12037.0,9618.0,9845.0,10869.0,11101.0,-2562.0,-22.095731
1.日本.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1266.0,1403.0,1457.0,1349.0,1292.0,1147.0,1287.0,1303.0,1493.0,1592.0,921.0,1640.0,1238.0,1058.0,-137.0,-9.76479
1.日本.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,68.0,206.0,81.0,83.0,122.0,78.0,81.0,56.0,59.0,60.0,209.0,653.0,264.0,251.0,-138.0,-66.990291
1.日本.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1198.0,1197.0,1376.0,1266.0,1170.0,1069.0,1206.0,1247.0,1434.0,1532.0,712.0,987.0,974.0,807.0,1.0,0.083542
1.日本.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,7767.0,10192.0,10409.0,10306.0,7810.0,6689.0,7347.0,7663.0,8234.0,10445.0,8697.0,8205.0,9631.0,10043.0,-2425.0,-23.793171
1.智利,智利MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,14718.0,13365.0,13349.0,13398.0,13950.0,14591.0,16224.0,15749.0,15065.0,20438.0,16427.0,17748.0,17398.0,15979.0,1353.0,10.123457
1.智利.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1881.0,1627.0,1828.0,1859.0,1949.0,2272.0,2575.0,2450.0,2203.0,2187.0,1544.0,1639.0,1577.0,1553.0,254.0,15.611555
1.智利.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,170.0,193.0,275.0,319.0,351.0,347.0,384.0,299.0,153.0,90.0,312.0,245.0,259.0,250.0,-23.0,-11.917098
1.智利.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1711.0,1434.0,1553.0,1540.0,1598.0,1925.0,2191.0,2151.0,2050.0,2097.0,1232.0,1394.0,1318.0,1303.0,277.0,19.316597
1.智利.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,12837.0,11738.0,11521.0,11539.0,12001.0,12319.0,13649.0,13299.0,12862.0,18251.0,14883.0,16109.0,15821.0,14426.0,1099.0,9.362753
1.柬埔寨,柬埔寨MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1349.0,1649.0,1500.0,1549.0,1688.0,1640.0,1843.0,1802.0,1731.0,2119.0,1787.0,1819.0,1937.0,1965.0,-300.0,-18.192844
1.柬埔寨.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,288.0,353.0,341.0,272.0,292.0,239.0,327.0,282.0,289.0,319.0,236.0,237.0,246.0,262.0,-65.0,-18.413598
1.柬埔寨.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,7.0,12.0,11.0,27.0,34.0,30.0,36.0,19.0,16.0,8.0,34.0,21.0,20.0,23.0,-5.0,-41.666667
1.柬埔寨.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,281.0,341.0,330.0,245.0,258.0,209.0,291.0,263.0,273.0,311.0,202.0,216.0,226.0,239.0,-60.0,-17.595308
1.柬埔寨.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1061.0,1296.0,1159.0,1277.0,1396.0,1401.0,1516.0,1520.0,1442.0,1800.0,1551.0,1582.0,1691.0,1703.0,-235.0,-18.132716
1.根西岛,根西岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,246.0,231.0,240.0,253.0,214.0,206.0,229.0,286.0,231.0,292.0,201.0,277.0,248.0,242.0,15.0,6.493506
1.根西岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,24.0,20.0,32.0,23.0,28.0,23.0,26.0,20.0,18.0,19.0,9.0,9.0,11.0,14.0,4.0,20.0
1.根西岛.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,2.0,4.0,4.0,2.0,,1.0,,,,,,1.0,3.0,-1.0,-50.0
1.根西岛.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,23.0,18.0,28.0,19.0,26.0,23.0,25.0,20.0,18.0,19.0,9.0,9.0,10.0,11.0,5.0,27.777778
1.根西岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,222.0,211.0,208.0,230.0,186.0,183.0,203.0,266.0,213.0,273.0,192.0,268.0,237.0,228.0,11.0,5.21327
1.格林纳达,格林纳达MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,182.0,179.0,204.0,238.0,229.0,223.0,220.0,223.0,228.0,268.0,219.0,347.0,225.0,219.0,3.0,1.675978
1.格林纳达.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,27.0,15.0,29.0,19.0,18.0,24.0,26.0,28.0,28.0,12.0,10.0,25.0,20.0,6.0,12.0,80.0
1.格林纳达.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,5.0,2.0,,,2.0,1.0,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,3.0,150.0
1.格林纳达.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,22.0,13.0,29.0,19.0,16.0,23.0,25.0,28.0,23.0,11.0,8.0,24.0,19.0,5.0,9.0,69.230769
1.格林纳达.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,155.0,164.0,175.0,219.0,211.0,199.0,194.0,195.0,200.0,256.0,209.0,322.0,205.0,213.0,-9.0,-5.487805
1.格陵兰,格陵兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,28.0,21.0,23.0,27.0,25.0,19.0,19.0,20.0,18.0,31.0,25.0,33.0,34.0,43.0,7.0,33.333333
1.格陵兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,-2.0,-66.666667
1.格陵兰.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,1.0,,1.0,,,,,,,1.0,,1.0,,
1.格陵兰.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,,3.0,3.0,-2.0,-66.666667
1.格陵兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,27.0,18.0,21.0,25.0,22.0,17.0,16.0,17.0,17.0,26.0,24.0,32.0,31.0,39.0,9.0,50.0
1.格鲁吉亚,格鲁吉亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,14358.0,13266.0,12492.0,11142.0,11038.0,10822.0,12305.0,12087.0,12484.0,17401.0,15829.0,19584.0,18556.0,16862.0,1092.0,8.231569
1.格鲁吉亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2246.0,2291.0,1904.0,1452.0,1346.0,1243.0,1658.0,1529.0,1518.0,1607.0,1082.0,1714.0,1550.0,1344.0,-45.0,-1.964208
1.格鲁吉亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,105.0,82.0,64.0,68.0,104.0,74.0,83.0,71.0,49.0,23.0,68.0,112.0,82.0,82.0,23.0,28.04878
1.格鲁吉亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2141.0,2209.0,1840.0,1384.0,1242.0,1169.0,1575.0,1458.0,1469.0,1584.0,1014.0,1602.0,1468.0,1262.0,-68.0,-3.078316
1.格鲁吉亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,12112.0,10975.0,10588.0,9690.0,9692.0,9579.0,10647.0,10558.0,10966.0,15794.0,14747.0,17870.0,17006.0,15518.0,1137.0,10.359909
1.梵蒂冈,梵蒂冈MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1.0,1.0,,1.0,,,,,1.0,4.0,,,,,0.0,0.0
1.梵蒂冈.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.梵蒂冈.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.梵蒂冈.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.梵蒂冈.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,,,,,,,,,,,,,,,
1.比利时,比利时MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,13734.0,12678.0,13313.0,12605.0,10846.0,10036.0,11043.0,12433.0,11612.0,14600.0,12131.0,13525.0,13382.0,12939.0,1056.0,8.329389
1.比利时.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2082.0,1859.0,1968.0,2403.0,1401.0,1296.0,1367.0,1581.0,1540.0,1372.0,959.0,1220.0,1123.0,1088.0,223.0,11.995697
1.比利时.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,66.0,76.0,93.0,109.0,119.0,98.0,103.0,106.0,67.0,29.0,128.0,145.0,98.0,98.0,-10.0,-13.157895
1.比利时.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2016.0,1783.0,1875.0,2294.0,1282.0,1198.0,1264.0,1475.0,1473.0,1343.0,831.0,1075.0,1025.0,990.0,233.0,13.067863
1.比利时.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,11652.0,10819.0,11345.0,10202.0,9445.0,8740.0,9676.0,10852.0,10072.0,13228.0,11172.0,12305.0,12259.0,11851.0,833.0,7.699418
1.毛里塔尼亚,毛里塔尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,336.0,434.0,440.0,337.0,305.0,234.0,299.0,294.0,285.0,388.0,331.0,418.0,462.0,539.0,-98.0,-22.580645
1.毛里塔尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,116.0,186.0,204.0,135.0,114.0,72.0,80.0,73.0,74.0,70.0,48.0,90.0,91.0,113.0,-70.0,-37.634409
1.毛里塔尼亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,5.0,7.0,5.0,9.0,11.0,3.0,1.0,3.0,2.0,,1.0,1.0,2.0,5.0,-2.0,-28.571429
1.毛里塔尼亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,111.0,179.0,199.0,126.0,103.0,69.0,79.0,70.0,72.0,70.0,47.0,89.0,89.0,108.0,-68.0,-37.988827
1.毛里塔尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,220.0,248.0,236.0,202.0,191.0,162.0,219.0,221.0,211.0,318.0,283.0,328.0,371.0,426.0,-28.0,-11.290323
1.毛里求斯,毛里求斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1197.0,1092.0,1196.0,1089.0,1155.0,1069.0,1359.0,1545.0,1377.0,1721.0,1298.0,1358.0,1346.0,1407.0,105.0,9.615385
1.毛里求斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,180.0,126.0,151.0,163.0,126.0,118.0,141.0,211.0,160.0,164.0,117.0,120.0,114.0,104.0,54.0,42.857143
1.毛里求斯.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,12.0,4.0,11.0,10.0,19.0,10.0,7.0,17.0,6.0,,14.0,13.0,6.0,4.0,8.0,200.0
1.毛里求斯.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,168.0,122.0,140.0,153.0,107.0,108.0,134.0,194.0,154.0,164.0,103.0,107.0,108.0,100.0,46.0,37.704918
1.毛里求斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1017.0,966.0,1045.0,926.0,1029.0,951.0,1218.0,1334.0,1217.0,1557.0,1181.0,1238.0,1232.0,1303.0,51.0,5.279503
1.汤加,汤加MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,36.0,24.0,22.0,17.0,15.0,12.0,25.0,25.0,25.0,24.0,27.0,24.0,25.0,20.0,12.0,50.0
1.汤加.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4.0,5.0,6.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,2.0,-1.0,-20.0
1.汤加.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,2.0,4.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1.汤加.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,,1.0,1.0,33.333333
1.汤加.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,32.0,19.0,16.0,12.0,11.0,10.0,22.0,21.0,23.0,21.0,25.0,19.0,24.0,18.0,13.0,68.421053
1.沙特阿拉伯,沙特阿拉伯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,11145.0,11290.0,12678.0,12533.0,14510.0,12357.0,14953.0,15077.0,14993.0,18133.0,15895.0,17444.0,16794.0,17641.0,-145.0,-1.284322
