country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_pay_dates_included,pay_date_range_end,pay_date_range_start
加拿大,android,月,19,0.08426547,226,2682,291,20241017,20240101
加拿大,android,月,20,0.07667210,188,2452,261,20240917,20240101
加拿大,android,月,21,0.07257694,158,2177,230,20240817,20240101
加拿大,android,月,22,0.07042254,135,1917,199,20240717,20240101
加拿大,android,月,23,0.06825107,112,1641,169,20240617,20240101
加拿大,android,月,24,0.06327273,87,1375,138,20240517,20240101
加拿大,android,月,25,0.05892857,66,1120,108,20240417,20240101
加拿大,android,月,26,0.05166475,45,871,77,20240317,20240101
加拿大,android,月,27,0.04856115,27,556,48,20240217,20240101
加拿大,android,月,28,0.04761905,10,210,17,20240117,20240101
加拿大,ios,周,1,0.44132653,173,392,106,20260510,20260111
加拿大,ios,周,2,0.32360743,122,377,99,20260503,20260111
加拿大,ios,周,3,0.27247191,97,356,93,20260425,20260111
加拿大,ios,周,4,0.22478386,78,347,88,20260419,20260111
加拿大,ios,周,5,0.18404908,60,326,81,20260412,20260111
加拿大,ios,周,6,0.15434084,48,311,74,20260405,20260111
加拿大,ios,周,7,0.14432990,42,291,67,20260329,20260111
加拿大,ios,周,8,0.12903226,36,279,61,20260322,20260111
加拿大,ios,周,9,0.10984848,29,264,54,20260315,20260111
加拿大,ios,周,10,0.09338521,24,257,48,20260307,20260111
加拿大,ios,周,11,0.08800000,22,250,43,20260301,20260111
加拿大,ios,周,12,0.07377049,18,244,38,20260221,20260111
加拿大,ios,周,13,0.06751055,16,237,33,20260215,20260111
加拿大,ios,周,14,0.06190476,13,210,28,20260208,20260111
加拿大,ios,周,15,0.05555556,8,144,21,20260201,20260111
加拿大,ios,周,16,0.02816901,2,71,14,20260125,20260111
加拿大,ios,周,17,0.00000000,0,15,7,20260118,20260111
加拿大,ios,周,18,0.00000000,0,1,1,20260111,20260111
加拿大,ios,年,1,0.20970429,1007,4802,81,20250517,20250226
加拿大,ios,年,2,0.16084808,1009,6273,100,20240517,20240208
加拿大,ios,月,1,0.38219697,1009,2640,111,20260417,20251228
加拿大,ios,月,2,0.26576577,1003,3774,163,20260317,20251006
加拿大,ios,月,3,0.21954920,1013,4614,192,20260217,20250810
加拿大,ios,月,4,0.19009676,1002,5271,201,20260117,20250701
加拿大,ios,月,5,0.16461108,1001,6081,217,20251217,20250515
加拿大,ios,月,6,0.14896777,1003,6733,249,20251117,20250314
加拿大,ios,月,7,0.13719596,1004,7318,282,20251017,20250109
加拿大,ios,月,8,0.12663810,1005,7936,324,20250917,20241029
加拿大,ios,月,9,0.11818609,1006,8512,349,20250817,20240903
加拿大,ios,月,10,0.11171571,1006,9005,369,20250717,20240714
加拿大,ios,月,11,0.10601901,1004,9470,396,20250617,20240518
加拿大,ios,月,12,0.10218011,1003,9816,432,20250517,20240312
加拿大,ios,月,13,0.09416745,1001,10630,465,20250417,20240109
加拿大,ios,月,14,0.08491774,862,10151,442,20250317,20240101
加拿大,ios,月,15,0.07877830,748,9495,414,20250217,20240101
加拿大,ios,月,16,0.07308257,647,8853,383,20250117,20240101
加拿大,ios,月,17,0.06860158,572,8338,352,20241217,20240101
加拿大,ios,月,18,0.06349000,489,7702,322,20241117,20240101
加拿大,ios,月,19,0.06065808,424,6990,291,20241017,20240101
加拿大,ios,月,20,0.05576862,349,6258,261,20240917,20240101
加拿大,ios,月,21,0.05251520,285,5427,230,20240817,20240101
加拿大,ios,月,22,0.05022026,228,4540,199,20240717,20240101
加拿大,ios,月,23,0.04883907,183,3747,169,20240617,20240101
加拿大,ios,月,24,0.04254606,127,2985,138,20240517,20240101
加拿大,ios,月,25,0.03998351,97,2426,108,20240417,20240101
加拿大,ios,月,26,0.03394546,61,1797,77,20240317,20240101
加拿大,ios,月,27,0.03532609,39,1104,48,20240217,20240101
加拿大,ios,月,28,0.03037383,13,428,17,20240117,20240101
墨西哥,android,周,1,0.65497076,112,171,44,20260509,20260111
墨西哥,android,周,2,0.42352941,72,170,43,20260502,20260111
墨西哥,android,周,3,0.30769231,52,169,42,20260426,20260111
墨西哥,android,周,4,0.27976190,47,168,41,20260412,20260111
墨西哥,android,周,5,0.23809524,40,168,41,20260412,20260111
墨西哥,android,周,6,0.21686747,36,166,39,20260403,20260111
墨西哥,android,周,7,0.19393939,32,165,38,20260329,20260111
墨西哥,android,周,8,0.15853659,26,164,37,20260312,20260111
墨西哥,android,周,9,0.12195122,20,164,37,20260312,20260111
墨西哥,android,周,10,0.11111111,18,162,35,20260220,20260111
墨西哥,android,周,11,0.11111111,18,162,35,20260220,20260111
墨西哥,android,周,12,0.09259259,15,162,35,20260220,20260111
墨西哥,android,周,13,0.08176101,13,159,32,20260211,20260111
墨西哥,android,周,14,0.07638889,11,144,29,20260208,20260111
墨西哥,android,周,15,0.07766990,8,103,22,20260201,20260111
墨西哥,android,周,16,0.11864407,7,59,15,20260125,20260111
墨西哥,android,周,17,0.03703704,1,27,8,20260118,20260111
墨西哥,android,周,18,0.00000000,0,1,1,20260111,20260111
墨西哥,android,年,1,0.41621622,1001,2405,246,20250517,20240914
墨西哥,android,年,2,0.22629436,389,1719,138,20240517,20240101
墨西哥,android,月,1,0.56309591,1004,1783,118,20260417,20251221
墨西哥,android,月,2,0.37716654,1001,2654,163,20260317,20251006
墨西哥,android,月,3,0.27154823,1005,3701,214,20260217,20250718
墨西哥,android,月,4,0.20770657,1008,4853,261,20260117,20250501
墨西哥,android,月,5,0.17293752,1002,5794,314,20251217,20250206
墨西哥,android,月,6,0.15020237,1002,6671,371,20251117,20241111
墨西哥,android,月,7,0.13477851,1001,7427,427,20251017,20240816
墨西哥,android,月,8,0.12120479,1002,8267,487,20250917,20240518
墨西哥,android,月,9,0.11053674,1005,9092,526,20250817,20240309
墨西哥,android,月,10,0.10396348,1002,9638,549,20250717,20240116
墨西哥,android,月,11,0.09939357,967,9729,534,20250617,20240101
墨西哥,android,月,12,0.09149824,833,9104,503,20250517,20240101
墨西哥,android,月,13,0.08635721,733,8488,473,20250417,20240101
墨西哥,android,月,14,0.07940917,629,7921,442,20250317,20240101
墨西哥,android,月,15,0.07384988,549,7434,414,20250217,20240101
墨西哥,android,月,16,0.06784534,472,6957,383,20250117,20240101
墨西哥,android,月,17,0.06326753,407,6433,352,20241217,20240101
墨西哥,android,月,18,0.05882353,349,5933,322,20241117,20240101
墨西哥,android,月,19,0.05254486,287,5462,291,20241017,20240101
墨西哥,android,月,20,0.04954238,249,5026,261,20240917,20240101
墨西哥,android,月,21,0.04595186,210,4570,230,20240817,20240101
墨西哥,android,月,22,0.04153433,170,4093,199,20240717,20240101
墨西哥,android,月,23,0.03847218,139,3613,169,20240617,20240101
墨西哥,android,月,24,0.03575949,113,3160,138,20240517,20240101
墨西哥,android,月,25,0.03473282,91,2620,108,20240417,20240101
墨西哥,android,月,26,0.03091738,61,1973,77,20240317,20240101
墨西哥,android,月,27,0.02801724,39,1392,48,20240217,20240101
墨西哥,android,月,28,0.02387640,17,712,17,20240117,20240101
墨西哥,ios,周,1,0.56735751,219,386,100,20260510,20260113
墨西哥,ios,周,2,0.36684783,135,368,94,20260503,20260113
墨西哥,ios,周,3,0.27906977,96,344,87,20260426,20260113
墨西哥,ios,周,4,0.23547401,77,327,81,20260419,20260113
墨西哥,ios,周,5,0.18867925,60,318,76,20260412,20260113
墨西哥,ios,周,6,0.15333333,46,300,69,20260405,20260113
墨西哥,ios,周,7,0.12500000,35,280,62,20260329,20260113
墨西哥,ios,周,8,0.10810811,28,259,56,20260322,20260113
墨西哥,ios,周,9,0.08606557,21,244,49,20260315,20260113
墨西哥,ios,周,10,0.08260870,19,230,43,20260308,20260113
墨西哥,ios,周,11,0.07305936,16,219,39,20260301,20260113
墨西哥,ios,周,12,0.05188679,11,212,35,20260222,20260113
墨西哥,ios,周,13,0.04060914,8,197,29,20260213,20260113
墨西哥,ios,周,14,0.04093567,7,171,24,20260208,20260113
墨西哥,ios,周,15,0.02654867,3,113,17,20260201,20260113
墨西哥,ios,周,16,0.01639344,1,61,10,20260125,20260113
墨西哥,ios,周,17,0.00000000,0,4,3,20260117,20260113
墨西哥,ios,年,1,0.28216578,1011,3583,139,20250517,20241230
墨西哥,ios,年,2,0.18187461,586,3222,138,20240517,20240101
墨西哥,ios,月,1,0.46362799,1007,2172,96,20260417,20260112
墨西哥,ios,月,2,0.33646427,1003,2981,151,20260317,20251018
墨西哥,ios,月,3,0.27551300,1007,3655,199,20260217,20250803
墨西哥,ios,月,4,0.23326384,1007,4317,238,20260117,20250525
墨西哥,ios,月,5,0.21200592,1003,4731,275,20251217,20250318
墨西哥,ios,月,6,0.19818933,1007,5081,306,20251117,20250116
墨西哥,ios,月,7,0.18924528,1003,5300,325,20251017,20241127
墨西哥,ios,月,8,0.17682282,1004,5678,354,20250917,20240929
墨西哥,ios,月,9,0.16691679,1001,5997,372,20250817,20240811
墨西哥,ios,月,10,0.15710254,1002,6378,403,20250717,20240610
墨西哥,ios,月,11,0.14981385,1006,6715,429,20250617,20240415
墨西哥,ios,月,12,0.13860157,1005,7251,461,20250517,20240212
墨西哥,ios,月,13,0.13097797,975,7444,473,20250417,20240101
墨西哥,ios,月,14,0.12371878,857,6927,442,20250317,20240101
墨西哥,ios,月,15,0.11312634,736,6506,414,20250217,20240101
墨西哥,ios,月,16,0.10445545,633,6060,383,20250117,20240101
墨西哥,ios,月,17,0.09821429,550,5600,352,20241217,20240101
墨西哥,ios,月,18,0.09261771,478,5161,322,20241117,20240101
墨西哥,ios,月,19,0.08503836,399,4692,291,20241017,20240101
墨西哥,ios,月,20,0.07855626,333,4239,261,20240917,20240101
墨西哥,ios,月,21,0.07238459,265,3661,230,20240817,20240101
墨西哥,ios,月,22,0.06719243,213,3170,199,20240717,20240101
墨西哥,ios,月,23,0.06153846,168,2730,169,20240617,20240101
墨西哥,ios,月,24,0.05740988,129,2247,138,20240517,20240101
墨西哥,ios,月,25,0.05216426,94,1802,108,20240417,20240101
墨西哥,ios,月,26,0.04618938,60,1299,77,20240317,20240101
墨西哥,ios,月,27,0.04325700,34,786,48,20240217,20240101
墨西哥,ios,月,28,0.02960526,9,304,17,20240117,20240101
巴西,android,周,1,0.52330508,741,1416,38,20260319,20260109
巴西,android,周,2,0.33827684,479,1416,38,20260319,20260109
巴西,android,周,3,0.25211864,357,1416,38,20260319,20260109
巴西,android,周,4,0.19067797,270,1416,38,20260319,20260109
巴西,android,周,5,0.14759887,209,1416,38,20260319,20260109
巴西,android,周,6,0.12429379,176,1416,38,20260319,20260109
巴西,android,周,7,0.10310734,146,1416,38,20260319,20260109
巴西,android,周,8,0.08898305,126,1416,38,20260319,20260109
巴西,android,周,9,0.07985866,113,1415,37,20260309,20260109
巴西,android,周,10,0.06789250,96,1414,36,20260304,20260109
巴西,android,周,11,0.05590941,79,1413,35,20260228,20260109
巴西,android,周,12,0.04603399,65,1412,34,20260211,20260109
巴西,android,周,13,0.03753541,53,1412,34,20260211,20260109
巴西,android,周,14,0.03384367,42,1241,31,20260208,20260109
巴西,android,周,15,0.03026775,26,859,24,20260201,20260109
巴西,android,周,16,0.01785714,9,504,17,20260125,20260109
巴西,android,周,17,0.02209945,4,181,10,20260118,20260109
巴西,android,周,18,0.00000000,0,19,3,20260111,20260109
巴西,android,年,1,0.22351648,1017,4550,28,20250517,20250420
巴西,android,年,2,0.13152017,1001,7611,69,20240517,20240310
巴西,android,月,1,0.41659853,1019,2446,18,20260417,20260331
巴西,android,月,2,0.25048450,1034,4128,26,20260317,20260220
巴西,android,月,3,0.19535415,1026,5252,41,20260217,20260108
巴西,android,月,4,0.13870029,1001,7217,31,20260117,20251218
巴西,android,月,5,0.12080779,1005,8319,47,20251217,20251101
巴西,android,月,6,0.10467660,1005,9601,53,20251117,20250926
巴西,android,月,7,0.08447854,1002,11861,63,20251017,20250816
巴西,android,月,8,0.07602428,1002,13180,72,20250917,20250707
巴西,android,月,9,0.06932052,1010,14570,79,20250817,20250530
巴西,android,月,10,0.06467437,1002,15493,83,20250717,20250426
巴西,android,月,11,0.05641370,1008,17868,100,20250617,20250310
巴西,android,月,12,0.05539663,1007,18178,109,20250517,20250129
巴西,android,月,13,0.05035791,1006,19977,122,20250417,20241217
巴西,android,月,14,0.04765298,1003,21048,135,20250317,20241103
巴西,android,月,15,0.04468903,1011,22623,158,20250217,20240913
巴西,android,月,16,0.04242373,1004,23666,175,20250117,20240727
巴西,android,月,17,0.04035405,1003,24855,203,20241217,20240529
巴西,android,月,18,0.03871191,1005,25961,218,20241117,20240414
巴西,android,月,19,0.03670059,1006,27411,227,20241017,20240305
巴西,android,月,20,0.03576405,1001,27989,220,20240917,20240211
巴西,android,月,21,0.03485635,1007,28890,213,20240817,20240118
巴西,android,月,22,0.03394753,1017,29958,198,20240717,20240102
巴西,android,月,23,0.03271028,903,27606,169,20240617,20240101
巴西,android,月,24,0.03117596,750,24057,138,20240517,20240101
巴西,android,月,25,0.02858964,583,20392,108,20240417,20240101
巴西,android,月,26,0.02647094,440,16622,77,20240317,20240101
巴西,android,月,27,0.02380151,283,11890,48,20240217,20240101
巴西,android,月,28,0.01916767,111,5791,17,20240117,20240101
巴西,ios,周,1,0.44986807,1023,2274,97,20260510,20260203
巴西,ios,周,2,0.29030391,1003,3455,107,20260503,20260117
巴西,ios,周,3,0.21528998,735,3414,111,20260426,20251226
巴西,ios,周,4,0.16621005,546,3285,104,20260419,20251226
巴西,ios,周,5,0.13873016,437,3150,97,20260412,20251226
巴西,ios,周,6,0.12184595,367,3012,90,20260405,20251226
巴西,ios,周,7,0.10000000,289,2890,83,20260329,20251226
巴西,ios,周,8,0.08759913,243,2774,76,20260322,20251226
巴西,ios,周,9,0.07879014,211,2678,69,20260315,20251226
巴西,ios,周,10,0.06950410,178,2561,62,20260308,20251226
巴西,ios,周,11,0.06596091,162,2456,55,20260301,20251226
巴西,ios,周,12,0.05734919,135,2354,48,20260222,20251226
巴西,ios,周,13,0.04960142,112,2258,41,20260215,20251226
巴西,ios,周,14,0.04455959,86,1930,34,20260208,20251226
巴西,ios,周,15,0.04122939,55,1334,27,20260201,20251226
巴西,ios,周,16,0.02688172,20,744,20,20260125,20251226
巴西,ios,周,17,0.00500000,1,200,13,20260118,20251226
巴西,ios,周,18,0.00000000,0,8,6,20260111,20251226
巴西,ios,周,19,0.00000000,0,2,2,20251230,20251226
巴西,ios,周,20,0.00000000,0,1,1,20251226,20251226
巴西,ios,年,1,0.19542187,1033,5286,13,20250517,20250505
巴西,ios,年,2,0.11065800,1004,9073,29,20240517,20240419
巴西,ios,月,1,0.39031548,1064,2726,9,20260417,20260409
巴西,ios,月,2,0.22806630,1032,4525,17,20260317,20260301
巴西,ios,月,3,0.18276429,1001,5477,30,20260217,20260119
巴西,ios,月,4,0.14660223,1001,6828,26,20260117,20251223
巴西,ios,月,5,0.12663267,1018,8039,34,20251217,20251114
巴西,ios,月,6,0.10339174,1009,9759,47,20251117,20251002
巴西,ios,月,7,0.09165752,1002,10932,55,20251017,20250824
巴西,ios,月,8,0.08924111,1036,11609,59,20250917,20250721
巴西,ios,月,9,0.08070036,1014,12565,64,20250817,20250615
巴西,ios,月,10,0.07225557,1011,13992,77,20250717,20250502
巴西,ios,月,11,0.06859403,1006,14666,89,20250617,20250321
巴西,ios,月,12,0.06818952,1006,14753,101,20250517,20250206
巴西,ios,月,13,0.06297926,1002,15910,105,20250417,20250103
巴西,ios,月,14,0.06165857,1003,16267,107,20250317,20241201
巴西,ios,月,15,0.05842723,1006,17218,114,20250217,20241027
巴西,ios,月,16,0.05565381,1007,18094,126,20250117,20240914
巴西,ios,月,17,0.05224464,1002,19179,144,20241217,20240727
巴西,ios,月,18,0.05227673,1008,19282,155,20241117,20240616
巴西,ios,月,19,0.05065912,1003,19799,166,20241017,20240505
巴西,ios,月,20,0.04613897,1002,21717,195,20240917,20240307
巴西,ios,月,21,0.04523628,1008,22283,190,20240817,20240210
巴西,ios,月,22,0.04271209,1018,23834,199,20240717,20240101
巴西,ios,月,23,0.03840328,786,20467,169,20240617,20240101
巴西,ios,月,24,0.03501624,593,16935,138,20240517,20240101
巴西,ios,月,25,0.03136889,437,13931,108,20240417,20240101
巴西,ios,月,26,0.02752377,301,10936,77,20240317,20240101
巴西,ios,月,27,0.02242152,160,7136,48,20240217,20240101
巴西,ios,月,28,0.01158147,29,2504,17,20240117,20240101
澳大利亚,android,周,1,0.56363636,31,55,31,20260211,20260110
澳大利亚,android,周,2,0.38181818,21,55,31,20260211,20260110
澳大利亚,android,周,3,0.36363636,20,55,31,20260211,20260110
澳大利亚,android,周,4,0.32727273,18,55,31,20260211,20260110
澳大利亚,android,周,5,0.29090909,16,55,31,20260211,20260110
澳大利亚,android,周,6,0.23636364,13,55,31,20260211,20260110
澳大利亚,android,周,7,0.23636364,13,55,31,20260211,20260110
澳大利亚,android,周,8,0.18181818,10,55,31,20260211,20260110
澳大利亚,android,周,9,0.18181818,10,55,31,20260211,20260110
澳大利亚,android,周,10,0.18181818,10,55,31,20260211,20260110
澳大利亚,android,周,11,0.16363636,9,55,31,20260211,20260110
澳大利亚,android,周,12,0.12727273,7,55,31,20260211,20260110
澳大利亚,android,周,13,0.10909091,6,55,31,20260211,20260110
澳大利亚,android,周,14,0.11538462,6,52,28,20260208,20260110
澳大利亚,android,周,15,0.10810811,4,37,21,20260201,20260110
澳大利亚,android,周,16,0.16000000,4,25,15,20260125,20260110
澳大利亚,android,周,17,0.00000000,0,8,8,20260118,20260110
澳大利亚,android,周,18,0.00000000,0,1,1,20260110,20260110
澳大利亚,android,年,1,0.46484736,1005,2162,337,20250517,20240615
澳大利亚,android,年,2,0.28947368,264,912,136,20240517,20240101
澳大利亚,android,月,1,0.60519952,1001,1654,279,20260417,20250712
澳大利亚,android,月,2,0.47219604,1002,2122,357,20260317,20250324
澳大利亚,android,月,3,0.38588416,1006,2607,416,20260217,20241227
澳大利亚,android,月,4,0.33895447,1005,2965,454,20260117,20241019
澳大利亚,android,月,5,0.29545455,1001,3388,515,20251217,20240719
澳大利亚,android,月,6,0.26018158,1003,3855,582,20251117,20240413
澳大利亚,android,月,7,0.23750888,1003,4223,613,20251017,20240211
澳大利亚,android,月,8,0.21445943,970,4523,624,20250917,20240101
澳大利亚,android,月,9,0.19375000,837,4320,593,20250817,20240101
澳大利亚,android,月,10,0.17935046,740,4126,563,20250717,20240101
澳大利亚,android,月,11,0.16687737,660,3955,534,20250617,20240101
澳大利亚,android,月,12,0.15493333,581,3750,503,20250517,20240101
澳大利亚,android,月,13,0.14486639,515,3555,473,20250417,20240101
澳大利亚,android,月,14,0.13514311,458,3389,442,20250317,20240101
澳大利亚,android,月,15,0.12734082,408,3204,414,20250217,20240101
澳大利亚,android,月,16,0.11499664,342,2974,383,20250117,20240101
澳大利亚,android,月,17,0.10543718,287,2722,352,20241217,20240101
澳大利亚,android,月,18,0.09518120,239,2511,322,20241117,20240101
澳大利亚,android,月,19,0.09178322,210,2288,291,20241017,20240101
澳大利亚,android,月,20,0.08341277,175,2098,261,20240917,20240101
澳大利亚,android,月,21,0.07594264,143,1883,230,20240817,20240101
澳大利亚,android,月,22,0.06884273,116,1685,199,20240717,20240101
澳大利亚,android,月,23,0.06730116,99,1471,169,20240617,20240101
澳大利亚,android,月,24,0.06157443,79,1283,138,20240517,20240101
