country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_source_pay_date_rows
其他,android,月,25,0.04237768,5019,118435,1197
其他,android,月,26,0.03987060,4548,114069,1166
其他,android,月,27,0.03772824,4114,109043,1137
其他,android,月,28,0.03476879,3588,103196,1106
其他,android,月,29,0.03282965,3146,95828,1075
其他,android,月,30,0.03119605,2873,92095,1045
其他,android,月,31,0.02952197,2600,88070,1014
其他,android,月,32,0.02741818,2298,83813,984
其他,android,月,33,0.02564816,2027,79031,953
其他,android,月,34,0.02417455,1837,75989,922
其他,android,月,35,0.02315870,1697,73277,892
其他,android,月,36,0.02188709,1550,70818,861
其他,android,月,37,0.02048682,1398,68239,831
其他,android,月,38,0.01918640,1264,65880,800
其他,android,月,39,0.01827545,1164,63692,772
其他,android,月,40,0.01726382,1061,61458,741
其他,android,月,41,0.01595591,938,58787,710
其他,android,月,42,0.01471786,831,56462,680
其他,android,月,43,0.01332790,719,53947,649
其他,android,月,44,0.00738137,357,48365,619
其他,android,月,45,0.00007413,3,40470,588
其他,android,月,46,0.00000000,0,36437,557
其他,android,月,47,0.00000000,0,32540,527
其他,android,月,48,0.00000000,0,31132,496
其他,android,月,49,0.00000000,0,29711,466
其他,android,月,50,0.00000000,0,28329,435
其他,android,月,51,0.00000000,0,26980,407
其他,android,月,52,0.00000000,0,25185,376
其他,ios,周,1,0.50044189,2265,4526,123
其他,ios,周,2,0.34800550,1518,4362,116
其他,ios,周,3,0.27781732,1171,4215,109
其他,ios,周,4,0.23001949,944,4104,102
其他,ios,周,5,0.19729594,788,3994,95
其他,ios,周,6,0.17403672,673,3867,88
其他,ios,周,7,0.15633351,585,3742,81
其他,ios,周,8,0.14183223,514,3624,74
其他,ios,周,9,0.12769010,445,3485,67
其他,ios,周,10,0.11748208,377,3209,60
其他,ios,周,11,0.10286104,302,2936,53
其他,ios,周,12,0.09194978,249,2708,46
其他,ios,周,13,0.08252033,203,2460,39
其他,ios,周,14,0.07464115,156,2090,32
其他,ios,周,15,0.06716981,89,1325,25
其他,ios,周,16,0.06344828,46,725,18
其他,ios,周,17,0.08260870,19,230,11
其他,ios,周,18,0.06250000,1,16,4
其他,ios,年,1,0.36221533,148233,409240,1599
其他,ios,年,2,0.20768994,61427,295763,1234
其他,ios,年,3,0.14207320,25372,178584,868
其他,ios,年,4,0.08844179,7130,80618,503
其他,ios,年,5,0.06525374,1327,20336,138
其他,ios,月,1,0.56396272,140222,248637,1934
其他,ios,月,2,0.42586751,102870,241554,1903
其他,ios,月,3,0.34994021,81935,234140,1875
其他,ios,月,4,0.29967460,68241,227717,1844
其他,ios,月,5,0.26313076,58174,221084,1813
其他,ios,月,6,0.23377250,50392,215560,1783
其他,ios,月,7,0.21049078,44266,210299,1752
其他,ios,月,8,0.19087590,39158,205149,1722
其他,ios,月,9,0.17465292,34834,199447,1691
其他,ios,月,10,0.16152933,31175,192999,1660
其他,ios,月,11,0.14982126,28038,187143,1630
其他,ios,月,12,0.13936383,25333,181776,1599
其他,ios,月,13,0.12988222,23025,177276,1569
其他,ios,月,14,0.12153880,20981,172628,1538
其他,ios,月,15,0.11414056,19232,168494,1510
其他,ios,月,16,0.10685305,17566,164394,1479
其他,ios,月,17,0.09993583,16041,160513,1448
其他,ios,月,18,0.09383564,14723,156902,1418
其他,ios,月,19,0.08877979,13581,152974,1387
其他,ios,月,20,0.08387257,12482,148821,1357
其他,ios,月,21,0.07944405,11449,144114,1326
其他,ios,月,22,0.07547468,10506,139199,1295
其他,ios,月,23,0.07194816,9693,134722,1265
其他,ios,月,24,0.06819053,8896,130458,1234
其他,ios,月,25,0.06502643,8217,126364,1204
其他,ios,月,26,0.06224822,7618,122381,1173
其他,ios,月,27,0.05938500,7018,118178,1144
其他,ios,月,28,0.05651741,6421,113611,1113
其他,ios,月,29,0.05422592,5884,108509,1082
其他,ios,月,30,0.05190331,5409,104213,1052
其他,ios,月,31,0.05003591,4946,98849,1021
其他,ios,月,32,0.04767650,4505,94491,991
其他,ios,月,33,0.04585696,4035,87991,960
其他,ios,月,34,0.04383941,3705,84513,929
其他,ios,月,35,0.04198520,3438,81886,899
其他,ios,月,36,0.04037142,3200,79264,868
其他,ios,月,37,0.03853889,2951,76572,838
其他,ios,月,38,0.03679944,2719,73887,807
其他,ios,月,39,0.03511317,2493,70999,779
其他,ios,月,40,0.03330266,2280,68463,748
其他,ios,月,41,0.03172531,2090,65878,717
其他,ios,月,42,0.03004117,1912,63646,687
其他,ios,月,43,0.02819878,1721,61031,656
其他,ios,月,44,0.02672907,1542,57690,626
其他,ios,月,45,0.02516992,1348,53556,595
其他,ios,月,46,0.02349308,1126,47929,564
其他,ios,月,47,0.02196270,961,43756,534
其他,ios,月,48,0.02103960,884,42016,503
其他,ios,月,49,0.02027228,816,40252,473
其他,ios,月,50,0.01913652,738,38565,442
其他,ios,月,51,0.01809051,670,37036,414
其他,ios,月,52,0.01701630,597,35084,383
加拿大,android,周,1,0.48780488,20,41,26
加拿大,android,周,2,0.38461538,15,39,24
加拿大,android,周,3,0.35897436,14,39,24
加拿大,android,周,4,0.25641026,10,39,24
加拿大,android,周,5,0.16216216,6,37,22
加拿大,android,周,6,0.10810811,4,37,22
加拿大,android,周,7,0.10810811,4,37,22
加拿大,android,周,8,0.10810811,4,37,22
加拿大,android,周,9,0.11111111,4,36,21
加拿大,android,周,10,0.08333333,3,36,21
加拿大,android,周,11,0.08333333,3,36,21
加拿大,android,周,12,0.05555556,2,36,21
加拿大,android,周,13,0.02857143,1,35,20
加拿大,android,周,14,0.03225806,1,31,18
加拿大,android,周,15,0.03846154,1,26,15
加拿大,android,周,16,0.00000000,0,14,10
加拿大,android,周,17,0.00000000,0,8,6
加拿大,android,周,18,0.00000000,0,1,1
加拿大,android,年,1,0.32766615,5512,16822,1599
加拿大,android,年,2,0.17770632,2487,13995,1234
加拿大,android,年,3,0.10346158,1073,10371,868
加拿大,android,年,4,0.00321062,15,4672,503
加拿大,android,年,5,0.00000000,0,1269,138
加拿大,android,月,1,0.60162948,9895,16447,1921
加拿大,android,月,2,0.44105903,7180,16279,1890
加拿大,android,月,3,0.35929742,5789,16112,1862
加拿大,android,月,4,0.30278959,4841,15988,1832
加拿大,android,月,5,0.26253557,4152,15815,1801
加拿大,android,月,6,0.23081850,3604,15614,1771
加拿大,android,月,7,0.20542963,3163,15397,1740
加拿大,android,月,8,0.18531953,2810,15163,1710
加拿大,android,月,9,0.16687881,2491,14927,1679
加拿大,android,月,10,0.15181248,2228,14676,1649
加拿大,android,月,11,0.13906272,2000,14382,1619
加拿大,android,月,12,0.12721098,1798,14134,1588
加拿大,android,月,13,0.11694854,1625,13895,1558
加拿大,android,月,14,0.10863367,1486,13679,1527
加拿大,android,月,15,0.10026013,1349,13455,1499
加拿大,android,月,16,0.09218467,1222,13256,1468
加拿大,android,月,17,0.08598432,1119,13014,1437
加拿大,android,月,18,0.08120994,1039,12794,1407
加拿大,android,月,19,0.07684345,965,12558,1376
加拿大,android,月,20,0.07200260,887,12319,1346
加拿大,android,月,21,0.06827043,823,12055,1315
加拿大,android,月,22,0.06581291,776,11791,1284
加拿大,android,月,23,0.06330323,729,11516,1254
加拿大,android,月,24,0.06008355,676,11251,1223
加拿大,android,月,25,0.05692462,626,10997,1193
加拿大,android,月,26,0.05406160,581,10747,1162
加拿大,android,月,27,0.05155726,538,10435,1133
加拿大,android,月,28,0.04879016,492,10084,1102
加拿大,android,月,29,0.04630970,448,9674,1071
加拿大,android,月,30,0.04405145,411,9330,1041
加拿大,android,月,31,0.04141879,369,8909,1010
加拿大,android,月,32,0.03974057,337,8480,980
加拿大,android,月,33,0.03660814,294,8031,949
加拿大,android,月,34,0.03426791,264,7704,918
加拿大,android,月,35,0.03268504,242,7404,888
加拿大,android,月,36,0.03158338,225,7124,857
加拿大,android,月,37,0.03041274,210,6905,827
加拿大,android,月,38,0.02812266,188,6685,796
加拿大,android,月,39,0.02585139,167,6460,768
加拿大,android,月,40,0.02505219,156,6227,738
加拿大,android,月,41,0.02302302,138,5994,707
加拿大,android,月,42,0.02036199,117,5746,677
加拿大,android,月,43,0.01765030,96,5439,646
加拿大,android,月,44,0.01077086,51,4735,616
加拿大,android,月,45,0.00000000,0,3814,585
加拿大,android,月,46,0.00000000,0,3500,554
加拿大,android,月,47,0.00000000,0,3227,524
加拿大,android,月,48,0.00000000,0,3076,493
加拿大,android,月,49,0.00000000,0,2923,463
加拿大,android,月,50,0.00000000,0,2796,433
加拿大,android,月,51,0.00000000,0,2653,405
加拿大,android,月,52,0.00000000,0,2470,374
加拿大,ios,周,1,0.44162437,174,394,107
加拿大,ios,周,2,0.32189974,122,379,100
加拿大,ios,周,3,0.27624309,100,362,94
加拿大,ios,周,4,0.22478386,78,347,88
加拿大,ios,周,5,0.18597561,61,328,82
加拿大,ios,周,6,0.15335463,48,313,75
加拿大,ios,周,7,0.14189189,42,296,68
加拿大,ios,周,8,0.12720848,36,283,62
加拿大,ios,周,9,0.10902256,29,266,55
加拿大,ios,周,10,0.09338521,24,257,48
加拿大,ios,周,11,0.08800000,22,250,43
加拿大,ios,周,12,0.07317073,18,246,39
加拿大,ios,周,13,0.06722689,16,238,34
加拿大,ios,周,14,0.06481481,14,216,29
加拿大,ios,周,15,0.05128205,8,156,22
加拿大,ios,周,16,0.03529412,3,85,15
加拿大,ios,周,17,0.00000000,0,19,8
加拿大,ios,周,18,0.00000000,0,3,2
加拿大,ios,年,1,0.38011810,37144,97717,1599
加拿大,ios,年,2,0.23262490,17097,73496,1234
加拿大,ios,年,3,0.17027088,8291,48693,868
加拿大,ios,年,4,0.12072426,2887,23914,503
加拿大,ios,年,5,0.08605296,559,6496,138
加拿大,ios,月,1,0.57075188,23737,41589,1933
加拿大,ios,月,2,0.44412474,18059,40662,1902
加拿大,ios,月,3,0.36901423,14734,39928,1874
加拿大,ios,月,4,0.31753458,12488,39328,1843
加拿大,ios,月,5,0.27845712,10771,38681,1812
加拿大,ios,月,6,0.24865007,9440,37965,1782
加拿大,ios,月,7,0.22608135,8410,37199,1751
加拿大,ios,月,8,0.20618132,7505,36400,1721
加拿大,ios,月,9,0.19033700,6772,35579,1690
加拿大,ios,月,10,0.17605899,6089,34585,1659
加拿大,ios,月,11,0.16340180,5497,33641,1629
加拿大,ios,月,12,0.15383438,5027,32678,1598
加拿大,ios,月,13,0.14228200,4559,32042,1568
加拿大,ios,月,14,0.13333971,4179,31341,1537
加拿大,ios,月,15,0.12541566,3847,30674,1509
加拿大,ios,月,16,0.11763727,3533,30033,1478
加拿大,ios,月,17,0.11076099,3269,29514,1447
加拿大,ios,月,18,0.10489704,3031,28895,1417
加拿大,ios,月,19,0.09921198,2795,28172,1386
加拿大,ios,月,20,0.09384453,2575,27439,1356
加拿大,ios,月,21,0.08983025,2392,26628,1325
加拿大,ios,月,22,0.08589529,2210,25729,1294
加拿大,ios,月,23,0.08294229,2068,24933,1264
加拿大,ios,月,24,0.07957977,1924,24177,1233
加拿大,ios,月,25,0.07628770,1801,23608,1203
加拿大,ios,月,26,0.07215239,1659,22993,1172
加拿大,ios,月,27,0.06950673,1550,22300,1143
加拿大,ios,月,28,0.06618226,1430,21607,1112
加拿大,ios,月,29,0.06405197,1331,20780,1081
加拿大,ios,月,30,0.06175536,1244,20144,1051
加拿大,ios,月,31,0.06030885,1156,19168,1020
加拿大,ios,月,32,0.05777368,1065,18434,990
加拿大,ios,月,33,0.05668063,988,17431,959
加拿大,ios,月,34,0.05440000,918,16875,928
加拿大,ios,月,35,0.05230151,859,16424,898
加拿大,ios,月,36,0.05054061,804,15908,867
加拿大,ios,月,37,0.04871430,754,15478,837
加拿大,ios,月,38,0.04736283,713,15054,806
加拿大,ios,月,39,0.04543904,666,14657,778
加拿大,ios,月,40,0.04391821,625,14231,747
加拿大,ios,月,41,0.04354441,601,13802,716
加拿大,ios,月,42,0.04139061,556,13433,687
加拿大,ios,月,43,0.03978370,515,12945,656
加拿大,ios,月,44,0.03836214,475,12382,626
加拿大,ios,月,45,0.03649008,425,11647,595
加拿大,ios,月,46,0.03459388,365,10551,564
加拿大,ios,月,47,0.03225806,315,9765,534
加拿大,ios,月,48,0.03040649,285,9373,503
加拿大,ios,月,49,0.02956483,267,9031,473
加拿大,ios,月,50,0.02904899,252,8675,442
加拿大,ios,月,51,0.02776785,233,8391,414
加拿大,ios,月,52,0.02646291,213,8049,383
墨西哥,android,周,1,0.65497076,112,171,44
墨西哥,android,周,2,0.42352941,72,170,43
墨西哥,android,周,3,0.30769231,52,169,42
墨西哥,android,周,4,0.27976190,47,168,41
墨西哥,android,周,5,0.23809524,40,168,41
墨西哥,android,周,6,0.21686747,36,166,39
墨西哥,android,周,7,0.20000000,33,165,38
墨西哥,android,周,8,0.17073171,28,164,37
墨西哥,android,周,9,0.12195122,20,164,37
墨西哥,android,周,10,0.11042945,18,163,36
墨西哥,android,周,11,0.11111111,18,162,35
墨西哥,android,周,12,0.09259259,15,162,35
墨西哥,android,周,13,0.08125000,13,160,33
墨西哥,android,周,14,0.08609272,13,151,30
墨西哥,android,周,15,0.07079646,8,113,23
墨西哥,android,周,16,0.12698413,8,63,16
墨西哥,android,周,17,0.03125000,1,32,9
墨西哥,android,周,18,0.00000000,0,2,2
墨西哥,android,年,1,0.34442003,4546,13199,1581
墨西哥,android,年,2,0.17601805,1716,9749,1216
墨西哥,android,年,3,0.09422594,563,5975,852
墨西哥,android,年,4,0.00279888,7,2501,488
墨西哥,android,年,5,0.00000000,0,644,131
墨西哥,android,月,1,0.55061770,13059,23717,1918
墨西哥,android,月,2,0.36951660,8592,23252,1887
墨西哥,android,月,3,0.28330486,6467,22827,1859
墨西哥,android,月,4,0.23231783,5216,22452,1828
墨西哥,android,月,5,0.19646204,4298,21877,1797
墨西哥,android,月,6,0.17019982,3637,21369,1767
墨西哥,android,月,7,0.14853436,3091,20810,1736
墨西哥,android,月,8,0.13213598,2678,20267,1706
墨西哥,android,月,9,0.11920093,2351,19723,1675
墨西哥,android,月,10,0.10748079,2056,19129,1645
墨西哥,android,月,11,0.09866437,1832,18568,1615
墨西哥,android,月,12,0.08977001,1612,17957,1584
墨西哥,android,月,13,0.08219415,1425,17337,1554
墨西哥,android,月,14,0.07446935,1249,16772,1523
墨西哥,android,月,15,0.06899306,1123,16277,1495
墨西哥,android,月,16,0.06249209,987,15794,1464
墨西哥,android,月,17,0.05792643,885,15278,1433
墨西哥,android,月,18,0.05395343,797,14772,1403
墨西哥,android,月,19,0.04937063,706,14300,1372
墨西哥,android,月,20,0.04600851,638,13867,1342
墨西哥,android,月,21,0.04263248,572,13417,1311
墨西哥,android,月,22,0.03965677,513,12936,1280
墨西哥,android,月,23,0.03741169,466,12456,1250
墨西哥,android,月,24,0.03507164,421,12004,1219
墨西哥,android,月,25,0.03322288,381,11468,1189
墨西哥,android,月,26,0.03085450,334,10825,1158
墨西哥,android,月,27,0.02930260,300,10238,1129
墨西哥,android,月,28,0.02844296,272,9563,1098
墨西哥,android,月,29,0.02669789,228,8540,1067
墨西哥,android,月,30,0.02325866,190,8169,1037
墨西哥,android,月,31,0.02091672,162,7745,1006
墨西哥,android,月,32,0.01875428,137,7305,976
墨西哥,android,月,33,0.01734529,118,6803,945
墨西哥,android,月,34,0.01619985,107,6605,914
墨西哥,android,月,35,0.01542296,99,6419,884
墨西哥,android,月,36,0.01346154,84,6240,853
墨西哥,android,月,37,0.01204620,73,6060,823
墨西哥,android,月,38,0.01126472,66,5859,792
墨西哥,android,月,39,0.01021127,58,5680,764
墨西哥,android,月,40,0.00969630,53,5466,733
墨西哥,android,月,41,0.00954381,50,5239,702
墨西哥,android,月,42,0.00878945,44,5006,672
墨西哥,android,月,43,0.00772765,37,4788,641
墨西哥,android,月,44,0.00325809,14,4297,611
墨西哥,android,月,45,0.00000000,0,3571,580
墨西哥,android,月,46,0.00000000,0,3158,549
墨西哥,android,月,47,0.00000000,0,2726,519
墨西哥,android,月,48,0.00000000,0,2601,489
墨西哥,android,月,49,0.00000000,0,2489,459
墨西哥,android,月,50,0.00000000,0,2371,429
墨西哥,android,月,51,0.00000000,0,2239,401
墨西哥,android,月,52,0.00000000,0,2103,370
墨西哥,ios,周,1,0.56555270,220,389,101
墨西哥,ios,周,2,0.36827957,137,372,95
墨西哥,ios,周,3,0.27586207,96,348,88
墨西哥,ios,周,4,0.23262840,77,331,82
墨西哥,ios,周,5,0.18944099,61,322,77
墨西哥,ios,周,6,0.15562914,47,302,70
墨西哥,ios,周,7,0.12323944,35,284,63
墨西哥,ios,周,8,0.10687023,28,262,57
墨西哥,ios,周,9,0.08571429,21,245,50
墨西哥,ios,周,10,0.08189655,19,232,44
墨西哥,ios,周,11,0.07692308,17,221,40
墨西哥,ios,周,12,0.05633803,12,213,36
墨西哥,ios,周,13,0.04500000,9,200,30
墨西哥,ios,周,14,0.03910615,7,179,25
墨西哥,ios,周,15,0.02419355,3,124,18
墨西哥,ios,周,16,0.02898551,2,69,11
墨西哥,ios,周,17,0.00000000,0,8,4
墨西哥,ios,年,1,0.38286341,11162,29154,1598
墨西哥,ios,年,2,0.22199349,4637,20888,1233
墨西哥,ios,年,3,0.15642271,1868,11942,867
墨西哥,ios,年,4,0.10089639,484,4797,502
墨西哥,ios,年,5,0.05633803,72,1278,137
墨西哥,ios,月,1,0.63087494,15517,24596,1929
墨西哥,ios,月,2,0.50244355,11926,23736,1898
墨西哥,ios,月,3,0.42847246,9896,23096,1870
墨西哥,ios,月,4,0.37500000,8454,22544,1839
墨西哥,ios,月,5,0.33998809,7425,21839,1808
墨西哥,ios,月,6,0.31106413,6621,21285,1778
墨西哥,ios,月,7,0.28675407,5949,20746,1747
墨西哥,ios,月,8,0.26364893,5341,20258,1717
墨西哥,ios,月,9,0.24284484,4794,19741,1686
墨西哥,ios,月,10,0.22772122,4362,19155,1655
墨西哥,ios,月,11,0.21418600,3989,18624,1625
墨西哥,ios,月,12,0.20152427,3649,18107,1594
墨西哥,ios,月,13,0.18944082,3337,17615,1564
墨西哥,ios,月,14,0.18019756,3083,17109,1533
墨西哥,ios,月,15,0.17007619,2835,16669,1505
墨西哥,ios,月,16,0.16104984,2614,16231,1474
墨西哥,ios,月,17,0.15271436,2408,15768,1443
墨西哥,ios,月,18,0.14597874,2238,15331,1413
墨西哥,ios,月,19,0.13864585,2060,14858,1382
墨西哥,ios,月,20,0.13227330,1905,14402,1352
墨西哥,ios,月,21,0.12624657,1747,13838,1321
墨西哥,ios,月,22,0.12058493,1608,13335,1290
墨西哥,ios,月,23,0.11538462,1488,12896,1260
墨西哥,ios,月,24,0.11127214,1382,12420,1229
墨西哥,ios,月,25,0.10778743,1290,11968,1199
墨西哥,ios,月,26,0.10331299,1185,11470,1168
墨西哥,ios,月,27,0.09987231,1095,10964,1139
墨西哥,ios,月,28,0.09539725,999,10472,1108
墨西哥,ios,月,29,0.09220146,908,9848,1077
墨西哥,ios,月,30,0.08977663,836,9312,1047
墨西哥,ios,月,31,0.08918669,772,8656,1016
墨西哥,ios,月,32,0.08642584,701,8111,986
墨西哥,ios,月,33,0.08741886,633,7241,955
墨西哥,ios,月,34,0.08057077,559,6938,924
墨西哥,ios,月,35,0.07638475,513,6716,894
墨西哥,ios,月,36,0.07368583,478,6487,863
墨西哥,ios,月,37,0.07002398,438,6255,833
墨西哥,ios,月,38,0.06643357,399,6006,802
墨西哥,ios,月,39,0.06270457,364,5805,774
墨西哥,ios,月,40,0.05835877,325,5569,743
墨西哥,ios,月,41,0.05570342,293,5260,712
墨西哥,ios,月,42,0.05337302,269,5040,682
墨西哥,ios,月,43,0.05210760,246,4721,651
墨西哥,ios,月,44,0.04806592,210,4369,621
墨西哥,ios,月,45,0.04506110,177,3928,590
墨西哥,ios,月,46,0.04668081,154,3299,559
墨西哥,ios,月,47,0.04555011,130,2854,529
墨西哥,ios,月,48,0.04454180,122,2739,500
墨西哥,ios,月,49,0.03917839,103,2629,471
墨西哥,ios,月,50,0.03801521,95,2499,440
墨西哥,ios,月,51,0.03593815,86,2393,412
墨西哥,ios,月,52,0.03293808,75,2277,382
巴西,android,周,1,0.52330508,741,1416,38
巴西,android,周,2,0.33827684,479,1416,38
巴西,android,周,3,0.25211864,357,1416,38
巴西,android,周,4,0.19067797,270,1416,38
巴西,android,周,5,0.14759887,209,1416,38
巴西,android,周,6,0.12429379,176,1416,38
巴西,android,周,7,0.10451977,148,1416,38
巴西,android,周,8,0.08968927,127,1416,38
巴西,android,周,9,0.07985866,113,1415,37
巴西,android,周,10,0.06784452,96,1415,37
巴西,android,周,11,0.05661713,80,1413,35
巴西,android,周,12,0.04603399,65,1412,34
巴西,android,周,13,0.03753541,53,1412,34
巴西,android,周,14,0.03172205,42,1324,32
巴西,android,周,15,0.03020496,28,927,25
巴西,android,周,16,0.01940035,11,567,18
巴西,android,周,17,0.02118644,5,236,11
巴西,android,周,18,0.00000000,0,31,4
巴西,android,年,1,0.27251473,26925,98802,1598
巴西,android,年,2,0.12429949,6521,52462,1233
巴西,android,年,3,0.05288999,1325,25052,867
巴西,android,年,4,0.00169109,18,10644,502
巴西,android,年,5,0.00000000,0,2785,137
巴西,android,月,1,0.48886311,89745,183579,1926
巴西,android,月,2,0.32005043,57370,179253,1895
巴西,android,月,3,0.24035805,42023,174835,1867
巴西,android,月,4,0.19179245,32771,170867,1836
巴西,android,月,5,0.15935710,26096,163758,1805
巴西,android,月,6,0.13612814,21545,158270,1775
巴西,android,月,7,0.11676335,17853,152899,1744
巴西,android,月,8,0.10249494,15085,147178,1714
巴西,android,月,9,0.09091038,12866,141524,1683
巴西,android,月,10,0.08134893,11065,136019,1653
巴西,android,月,11,0.07269413,9490,130547,1623
巴西,android,月,12,0.06584913,8221,124846,1592
巴西,android,月,13,0.05941691,7080,119158,1562
巴西,android,月,14,0.05447403,6212,114036,1531
巴西,android,月,15,0.04987565,5455,109372,1503
巴西,android,月,16,0.04533671,4757,104926,1472
巴西,android,月,17,0.04167548,4139,99315,1441
巴西,android,月,18,0.03842551,3651,95015,1411
巴西,android,月,19,0.03584943,3259,90908,1380
巴西,android,月,20,0.03301935,2885,87373,1350
巴西,android,月,21,0.03074592,2577,83816,1319
巴西,android,月,22,0.02838657,2277,80214,1288
巴西,android,月,23,0.02652721,2034,76676,1258
巴西,android,月,24,0.02492991,1823,73125,1227
巴西,android,月,25,0.02300240,1598,69471,1197
巴西,android,月,26,0.02124618,1397,65753,1166
巴西,android,月,27,0.01961876,1198,61064,1137
巴西,android,月,28,0.01732642,952,54945,1106
巴西,android,月,29,0.01557698,740,47506,1075
巴西,android,月,30,0.01454505,661,45445,1045
巴西,android,月,31,0.01317006,570,43280,1014
巴西,android,月,32,0.01198099,494,41232,984
巴西,android,月,33,0.01097527,430,39179,953
巴西,android,月,34,0.00998781,377,37746,922
巴西,android,月,35,0.00831094,300,36097,892
巴西,android,月,36,0.00762484,266,34886,861
巴西,android,月,37,0.00674956,228,33780,831
巴西,android,月,38,0.00622160,204,32789,800
巴西,android,月,39,0.00543359,173,31839,772
巴西,android,月,40,0.00506971,156,30771,741
巴西,android,月,41,0.00450036,132,29331,710
巴西,android,月,42,0.00443310,125,28197,680
巴西,android,月,43,0.00372282,101,27130,649
巴西,android,月,44,0.00155540,39,25074,619
巴西,android,月,45,0.00000000,0,22271,588
巴西,android,月,46,0.00000000,0,20910,557
巴西,android,月,47,0.00000000,0,18614,527
巴西,android,月,48,0.00000000,0,17809,496
巴西,android,月,49,0.00000000,0,16933,466
巴西,android,月,50,0.00000000,0,16046,435
巴西,android,月,51,0.00000000,0,15122,407
巴西,android,月,52,0.00000000,0,14122,376
巴西,ios,周,1,0.46880807,1766,3767,126
巴西,ios,周,2,0.29184071,1048,3591,119
巴西,ios,周,3,0.21476315,739,3441,112
巴西,ios,周,4,0.16616314,550,3310,105
巴西,ios,周,5,0.13826772,439,3175,98
巴西,ios,周,6,0.12149224,368,3029,91
巴西,ios,周,7,0.10006878,291,2908,84
巴西,ios,周,8,0.08700322,243,2793,77
巴西,ios,周,9,0.07872261,212,2693,70
巴西,ios,周,10,0.06896552,178,2581,63
巴西,ios,周,11,0.06550748,162,2473,56
巴西,ios,周,12,0.05752961,136,2364,49
巴西,ios,周,13,0.05002194,114,2279,42
巴西,ios,周,14,0.04400978,90,2045,35
巴西,ios,周,15,0.04264099,62,1454,28
巴西,ios,周,16,0.02823529,24,850,21
巴西,ios,周,17,0.01444043,4,277,14
巴西,ios,周,18,0.00000000,0,35,7
巴西,ios,周,19,0.00000000,0,2,2
巴西,ios,周,20,0.00000000,0,1,1
巴西,ios,年,1,0.31168179,124827,400495,1599
巴西,ios,年,2,0.17291668,42127,243626,1234
巴西,ios,年,3,0.11378198,13017,114403,868
巴西,ios,年,4,0.08001527,4401,55002,503
巴西,ios,年,5,0.05128005,657,12812,138
巴西,ios,月,1,0.54714900,116569,213048,1934
巴西,ios,月,2,0.40047979,81800,204255,1903
巴西,ios,月,3,0.32337013,63831,197393,1875
巴西,ios,月,4,0.27134076,52003,191652,1844
巴西,ios,月,5,0.23543111,43167,183353,1813
巴西,ios,月,6,0.20759135,36616,176385,1783
巴西,ios,月,7,0.18536740,31498,169922,1752
巴西,ios,月,8,0.16688419,27363,163964,1722
巴西,ios,月,9,0.15162505,23956,157995,1691
巴西,ios,月,10,0.13896249,21082,151710,1660
巴西,ios,月,11,0.12773495,18641,145935,1630
巴西,ios,月,12,0.11827543,16597,140325,1599
巴西,ios,月,13,0.10984681,14915,135780,1569
