渠道自然,国家,日期,平台,新老,MAU
整体,牙买加,2025-12-01,iOS,整体,3470.0
non-Organic,斐济,2025-12-01,Android,整体,23.0
non-Organic,留尼汪岛,2026-07-01,整体,整体,17.0
整体,缅甸,2026-07-01,Android,整体,1723.0
non-Organic,毛里求斯,2025-09-01,iOS,整体,55.0
Organic,坦桑尼亚,2025-09-01,iOS,整体,1388.0
Organic,毛里求斯,2025-09-01,整体,整体,1143.0
整体,蒙塞拉特岛,2025-09-01,iOS,整体,3.0
整体,斐济,2026-04-01,整体,整体,511.0
Organic,留尼汪岛,2026-04-01,Android,整体,53.0
non-Organic,新加坡,2026-05-01,整体,整体,715.0
Organic,马尔代夫,2026-05-01,iOS,整体,822.0
整体,毛里求斯,2026-05-01,整体,整体,1196.0
整体,新加坡,2026-02-01,整体,整体,7504.0
整体,埃塞俄比亚,2026-02-01,Android,整体,2673.0
Organic,蒙塞拉特岛,2026-02-01,iOS,整体,1.0
Organic,科特迪瓦,2025-07-01,整体,整体,1841.0
整体,波兰,2025-07-01,iOS,整体,27816.0
Organic,留尼汪岛,2025-07-01,Android,整体,191.0
non-Organic,阿塞拜疆,2026-01-01,整体,整体,488.0
整体,开曼群岛,2025-11-01,Android,整体,48.0
non-Organic,阿曼,2025-11-01,iOS,整体,44.0
Organic,日本,2025-11-01,iOS,整体,7138.0
整体,马尔代夫,2025-11-01,整体,整体,1542.0
non-Organic,阿塞拜疆,2025-11-01,iOS,整体,65.0
整体,新加坡,2026-03-01,Android,整体,3491.0
整体,阿塞拜疆,2026-03-01,Android,整体,2032.0
Organic,斐济,2026-03-01,iOS,整体,251.0
Organic,瓜德罗普,2025-10-01,Android,整体,56.0
整体,日本,2025-10-01,iOS,整体,8887.0
non-Organic,文莱,2025-10-01,整体,整体,12.0
整体,布基纳法索,2025-10-01,Android,整体,918.0
整体,日本,2025-06-01,整体,整体,11101.0
整体,日本,2025-08-01,Android,整体,2695.0
整体,泰国,2025-08-01,iOS,整体,7030.0
non-Organic,秘鲁,2025-08-01,整体,整体,3887.0
Organic,几内亚,2026-06-01,整体,整体,966.0
non-Organic,密克罗尼西亚联邦,2026-06-01,整体,整体,1.0
整体,文莱,2025-12-01,整体,整体,261.0
整体,布基纳法索,2026-07-01,Android,整体,1199.0
整体,新加坡,2026-07-01,iOS,整体,7448.0
non-Organic,科特迪瓦,2025-09-01,Android,整体,120.0
non-Organic,牙买加,2026-04-01,整体,整体,330.0
non-Organic,埃塞俄比亚,2026-05-01,iOS,整体,54.0
non-Organic,多哥,2026-02-01,整体,整体,25.0
Organic,阿塞拜疆,2025-07-01,Android,整体,3352.0
non-Organic,中非,2025-07-01,Android,整体,3.0
整体,蒙塞拉特岛,2026-01-01,整体,整体,1.0
整体,玻利维亚,2026-01-01,iOS,整体,2753.0
整体,库克群岛,2026-01-01,整体,整体,42.0
non-Organic,文莱,2026-01-01,iOS,整体,4.0
Organic,新加坡,2025-11-01,iOS,整体,5728.0
整体,多哥,2025-11-01,整体,整体,590.0
Organic,日本,2025-11-01,整体,整体,9352.0
整体,瓜德罗普,2026-03-01,iOS,整体,171.0
整体,玻利维亚,2026-03-01,整体,整体,7351.0
整体,多哥,2026-03-01,iOS,整体,138.0
non-Organic,玻利维亚,2025-06-01,整体,整体,2173.0
Organic,斐济,2025-06-01,整体,整体,505.0
non-Organic,泰国,2025-06-01,Android,整体,418.0
non-Organic,新加坡,2025-08-01,iOS,整体,578.0
整体,几内亚,2026-06-01,Android,整体,267.0
non-Organic,埃塞俄比亚,2026-06-01,Android,整体,353.0
Organic,瓜德罗普,2026-06-01,整体,整体,134.0
non-Organic,留尼汪岛,2025-12-01,整体,整体,11.0
non-Organic,马尔代夫,2025-12-01,整体,整体,89.0
Organic,毛里求斯,2025-12-01,Android,整体,554.0
Organic,瓜德罗普,2025-12-01,Android,整体,35.0
整体,日本,2025-12-01,Android,整体,2017.0
整体,文莱,2026-07-01,整体,整体,233.0
整体,老挝,2026-07-01,iOS,整体,135.0
non-Organic,奥兰群岛,2026-07-01,Android,整体,1.0
整体,中非,2026-07-01,Android,整体,31.0
整体,留尼汪岛,2026-07-01,iOS,整体,185.0
non-Organic,布基纳法索,2025-09-01,Android,整体,67.0
整体,坦桑尼亚,2026-04-01,Android,整体,2171.0
整体,奥兰群岛,2026-04-01,Android,整体,1.0
整体,多哥,2026-04-01,iOS,整体,241.0
整体,开曼群岛,2026-05-01,整体,整体,450.0
整体,布基纳法索,2025-07-01,iOS,整体,273.0
Organic,布基纳法索,2026-01-01,Android,整体,576.0
Organic,缅甸,2026-01-01,整体,整体,2621.0
整体,瓜德罗普,2026-01-01,Android,整体,32.0
non-Organic,斐济,2025-11-01,Android,整体,25.0
non-Organic,新加坡,2025-11-01,整体,整体,695.0
Organic,坦桑尼亚,2026-03-01,Android,整体,1940.0
整体,科特迪瓦,2026-03-01,整体,整体,1471.0
non-Organic,布基纳法索,2025-06-01,iOS,整体,3.0
Organic,缅甸,2025-06-01,整体,整体,2693.0
non-Organic,日本,2025-06-01,iOS,整体,864.0
non-Organic,阿曼,2025-06-01,整体,整体,327.0
Organic,新加坡,2025-08-01,Android,整体,1471.0
整体,开曼群岛,2025-08-01,整体,整体,432.0
Organic,瓜德罗普,2026-06-01,Android,整体,17.0
整体,泰国,2026-06-01,iOS,整体,5420.0
Organic,科特迪瓦,2025-12-01,iOS,整体,718.0
Organic,文莱,2025-12-01,Android,整体,78.0
整体,文莱,2026-04-01,iOS,整体,167.0
Organic,日本,2026-04-01,iOS,整体,9048.0
non-Organic,毛里求斯,2026-05-01,整体,整体,94.0
Organic,蒙塞拉特岛,2026-05-01,iOS,整体,1.0
Organic,科特迪瓦,2026-05-01,Android,整体,917.0
整体,圣巴泰勒米岛,2026-05-01,Android,整体,1.0
Organic,马尔代夫,2026-05-01,Android,整体,244.0
Organic,坦桑尼亚,2026-02-01,整体,整体,3425.0
non-Organic,几内亚,2025-07-01,Android,整体,24.0
整体,秘鲁,2025-07-01,整体,整体,29954.0
Organic,奥兰群岛,2025-07-01,Android,整体,2.0
non-Organic,文莱,2025-07-01,整体,整体,50.0
整体,库克群岛,2026-01-01,Android,整体,9.0
Organic,留尼汪岛,2026-01-01,iOS,整体,160.0
Organic,日本,2026-01-01,Android,整体,1719.0
整体,毛里求斯,2026-01-01,整体,整体,1359.0
整体,布基纳法索,2025-11-01,Android,整体,687.0
non-Organic,埃塞俄比亚,2025-11-01,Android,整体,823.0
整体,奥兰群岛,2025-11-01,iOS,整体,12.0
整体,缅甸,2025-11-01,iOS,整体,1256.0
non-Organic,多哥,2026-03-01,整体,整体,32.0
整体,毛里求斯,2025-06-01,整体,整体,1407.0
non-Organic,圣巴泰勒米岛,2025-06-01,整体,整体,5.0
Organic,缅甸,2025-08-01,iOS,整体,959.0
Organic,老挝,2026-06-01,iOS,整体,85.0
non-Organic,新加坡,2026-06-01,整体,整体,674.0
non-Organic,毛里求斯,2026-06-01,Android,整体,48.0
Organic,埃塞俄比亚,2026-06-01,整体,整体,2515.0
Organic,留尼汪岛,2025-12-01,iOS,整体,180.0
Organic,开曼群岛,2025-12-01,iOS,整体,388.0
Organic,日本,2025-12-01,Android,整体,1865.0
non-Organic,泰国,2025-12-01,Android,整体,137.0
Organic,埃塞俄比亚,2025-12-01,Android,整体,2712.0
non-Organic,圣巴泰勒米岛,2025-12-01,整体,整体,5.0
non-Organic,缅甸,2025-12-01,Android,整体,548.0
non-Organic,老挝,2025-12-01,Android,整体,54.0
Organic,日本,2026-07-01,整体,整体,8469.0
non-Organic,几内亚,2026-07-01,iOS,整体,38.0
Organic,布基纳法索,2026-07-01,Android,整体,1172.0
Organic,新加坡,2026-07-01,iOS,整体,7010.0
整体,秘鲁,2026-07-01,iOS,整体,10807.0
整体,泰国,2026-07-01,iOS,整体,5900.0
整体,波兰,2025-09-01,整体,整体,33293.0
整体,几内亚,2025-09-01,整体,整体,678.0
整体,秘鲁,2025-09-01,Android,整体,16443.0
non-Organic,日本,2025-09-01,整体,整体,1445.0
整体,科特迪瓦,2026-04-01,整体,整体,2022.0
Organic,圣巴泰勒米岛,2026-04-01,整体,整体,34.0
non-Organic,秘鲁,2026-05-01,iOS,整体,841.0
non-Organic,几内亚,2026-02-01,整体,整体,30.0
Organic,玻利维亚,2026-02-01,整体,整体,6422.0
整体,泰国,2026-02-01,整体,整体,11619.0
non-Organic,日本,2026-02-01,iOS,整体,322.0
non-Organic,密克罗尼西亚联邦,2026-02-01,整体,整体,1.0
non-Organic,缅甸,2026-02-01,iOS,整体,90.0
non-Organic,阿塞拜疆,2025-07-01,iOS,整体,162.0
整体,斐济,2025-07-01,Android,整体,217.0
non-Organic,科特迪瓦,2025-07-01,Android,整体,152.0
整体,泰国,2026-01-01,iOS,整体,11708.0
整体,埃塞俄比亚,2025-11-01,整体,整体,4169.0
整体,瓜德罗普,2025-11-01,整体,整体,192.0
整体,坦桑尼亚,2026-03-01,Android,整体,2442.0
non-Organic,斐济,2026-03-01,iOS,整体,17.0
Organic,蒙塞拉特岛,2025-06-01,整体,整体,2.0
Organic,瓜德罗普,2025-06-01,Android,整体,36.0
整体,牙买加,2025-06-01,整体,整体,5059.0
non-Organic,斐济,2025-08-01,整体,整体,72.0
Organic,毛里求斯,2025-08-01,iOS,整体,690.0
Organic,中非,2025-08-01,整体,整体,46.0
整体,牙买加,2025-08-01,iOS,整体,4198.0
Organic,密克罗尼西亚联邦,2025-08-01,整体,整体,13.0
整体,埃塞俄比亚,2025-08-01,iOS,整体,702.0
non-Organic,中非,2026-06-01,iOS,整体,1.0
non-Organic,阿曼,2026-06-01,整体,整体,122.0
non-Organic,秘鲁,2026-06-01,整体,整体,1733.0
Organic,蒙塞拉特岛,2025-12-01,整体,整体,6.0
整体,毛里求斯,2026-07-01,整体,整体,1197.0
Organic,阿塞拜疆,2026-07-01,整体,整体,7231.0
Organic,圣巴泰勒米岛,2026-07-01,iOS,整体,17.0
Organic,埃塞俄比亚,2025-09-01,iOS,整体,538.0
non-Organic,埃塞俄比亚,2025-09-01,整体,整体,1453.0
non-Organic,老挝,2025-09-01,iOS,整体,8.0
Organic,开曼群岛,2025-09-01,整体,整体,274.0
non-Organic,文莱,2026-04-01,整体,整体,29.0
Organic,新加坡,2026-04-01,Android,整体,3183.0
整体,阿塞拜疆,2026-05-01,iOS,整体,3544.0
整体,开曼群岛,2026-05-01,Android,整体,38.0
Organic,中非,2026-02-01,iOS,整体,7.0
Organic,老挝,2026-02-01,Android,整体,101.0
Organic,圣巴泰勒米岛,2025-07-01,整体,整体,33.0
整体,玻利维亚,2025-07-01,整体,整体,10314.0
non-Organic,日本,2026-01-01,整体,整体,397.0
non-Organic,多哥,2025-11-01,整体,整体,32.0
non-Organic,牙买加,2025-11-01,iOS,整体,72.0
整体,阿曼,2025-11-01,整体,整体,2143.0
整体,埃塞俄比亚,2026-03-01,整体,整体,3273.0
整体,马尔代夫,2026-03-01,iOS,整体,959.0
整体,布基纳法索,2026-03-01,Android,整体,436.0
整体,瓜德罗普,2025-06-01,整体,整体,160.0
Organic,缅甸,2025-06-01,Android,整体,1876.0
Organic,多哥,2025-06-01,iOS,整体,96.0
Organic,马尔代夫,2025-06-01,Android,整体,203.0
整体,科特迪瓦,2025-06-01,Android,整体,1201.0
整体,密克罗尼西亚联邦,2025-08-01,整体,整体,18.0
Organic,阿塞拜疆,2025-08-01,Android,整体,4037.0
Organic,斐济,2025-08-01,整体,整体,560.0
整体,阿曼,2026-06-01,iOS,整体,1214.0
non-Organic,毛里求斯,2026-07-01,iOS,整体,38.0
Organic,马尔代夫,2026-04-01,iOS,整体,789.0
non-Organic,埃塞俄比亚,2026-04-01,Android,整体,448.0
整体,布基纳法索,2026-04-01,Android,整体,925.0
non-Organic,科特迪瓦,2026-05-01,Android,整体,29.0
non-Organic,阿曼,2026-05-01,Android,整体,66.0
Organic,坦桑尼亚,2026-02-01,iOS,整体,1288.0
non-Organic,圣巴泰勒米岛,2025-07-01,iOS,整体,3.0
non-Organic,老挝,2025-07-01,整体,整体,113.0
non-Organic,波兰,2025-07-01,iOS,整体,1386.0
Organic,阿曼,2025-07-01,iOS,整体,1208.0
整体,留尼汪岛,2026-01-01,整体,整体,256.0
Organic,新加坡,2025-11-01,整体,整体,8653.0
整体,多哥,2025-11-01,iOS,整体,115.0
non-Organic,文莱,2026-03-01,iOS,整体,12.0
non-Organic,阿塞拜疆,2026-03-01,Android,整体,330.0
Organic,中非,2025-10-01,iOS,整体,5.0
non-Organic,瓜德罗普,2025-06-01,整体,整体,22.0
non-Organic,玻利维亚,2025-06-01,iOS,整体,98.0
Organic,缅甸,2025-08-01,整体,整体,3152.0
non-Organic,毛里求斯,2026-06-01,iOS,整体,30.0
Organic,几内亚,2025-12-01,整体,整体,654.0
整体,坦桑尼亚,2025-12-01,Android,整体,2290.0
整体,几内亚,2026-07-01,整体,整体,1047.0
non-Organic,坦桑尼亚,2026-07-01,iOS,整体,75.0
整体,阿曼,2026-07-01,整体,整体,1711.0
Organic,科特迪瓦,2025-09-01,iOS,整体,719.0
Organic,埃塞俄比亚,2025-09-01,Android,整体,3241.0
整体,泰国,2025-09-01,iOS,整体,5722.0
Organic,埃塞俄比亚,2026-04-01,Android,整体,2216.0
整体,奥兰群岛,2026-04-01,iOS,整体,10.0
Organic,布基纳法索,2026-04-01,Android,整体,890.0
non-Organic,阿塞拜疆,2026-05-01,iOS,整体,101.0
non-Organic,中非,2026-05-01,整体,整体,6.0
Organic,多哥,2026-02-01,整体,整体,416.0
Organic,老挝,2026-02-01,iOS,整体,230.0
Organic,库克群岛,2026-02-01,整体,整体,26.0
Organic,瓜德罗普,2025-07-01,整体,整体,146.0
Organic,缅甸,2025-07-01,整体,整体,3050.0
整体,老挝,2025-07-01,iOS,整体,147.0
整体,库克群岛,2025-07-01,整体,整体,68.0
整体,中非,2025-07-01,整体,整体,48.0
non-Organic,秘鲁,2026-01-01,Android,整体,1753.0
non-Organic,日本,2026-01-01,iOS,整体,263.0
non-Organic,泰国,2026-01-01,Android,整体,149.0
non-Organic,布基纳法索,2026-01-01,iOS,整体,3.0
non-Organic,老挝,2025-11-01,iOS,整体,12.0
整体,玻利维亚,2025-11-01,iOS,整体,2706.0
Organic,阿塞拜疆,2025-11-01,整体,整体,5862.0
整体,玻利维亚,2026-03-01,Android,整体,4628.0
整体,几内亚,2026-03-01,整体,整体,764.0
Organic,老挝,2026-03-01,整体,整体,274.0
Organic,波兰,2025-10-01,iOS,整体,28891.0
整体,秘鲁,2025-10-01,Android,整体,20092.0
整体,留尼汪岛,2025-06-01,整体,整体,323.0
Organic,开曼群岛,2025-06-01,Android,整体,45.0
non-Organic,密克罗尼西亚联邦,2025-08-01,Android,整体,5.0
整体,留尼汪岛,2025-08-01,iOS,整体,198.0
整体,日本,2025-08-01,iOS,整体,7150.0
Organic,波兰,2026-06-01,整体,整体,38569.0
Organic,玻利维亚,2026-06-01,Android,整体,3398.0
整体,马尔代夫,2026-06-01,Android,整体,204.0
Organic,波兰,2025-12-01,Android,整体,7987.0
non-Organic,阿塞拜疆,2025-09-01,Android,整体,764.0
non-Organic,波兰,2025-09-01,整体,整体,2645.0
整体,瓜德罗普,2026-04-01,Android,整体,28.0
Organic,奥兰群岛,2026-04-01,Android,整体,1.0
non-Organic,毛里求斯,2026-04-01,Android,整体,51.0
Organic,斐济,2026-05-01,Android,整体,128.0
non-Organic,文莱,2026-05-01,整体,整体,27.0
Organic,几内亚,2026-02-01,Android,整体,207.0
non-Organic,马尔代夫,2026-02-01,iOS,整体,67.0
整体,留尼汪岛,2026-02-01,整体,整体,210.0
non-Organic,圣巴泰勒米岛,2026-02-01,iOS,整体,6.0
Organic,秘鲁,2025-07-01,Android,整体,14295.0
non-Organic,玻利维亚,2025-07-01,Android,整体,2061.0
Organic,玻利维亚,2025-07-01,整体,整体,8142.0
Organic,开曼群岛,2026-01-01,Android,整体,36.0
Organic,圣巴泰勒米岛,2026-01-01,整体,整体,82.0
non-Organic,科特迪瓦,2026-01-01,Android,整体,32.0
Organic,几内亚,2025-11-01,iOS,整体,363.0
整体,库克群岛,2025-10-01,iOS,整体,47.0
Organic,日本,2025-10-01,iOS,整体,8639.0
non-Organic,开曼群岛,2025-06-01,整体,整体,63.0
Organic,布基纳法索,2025-06-01,iOS,整体,329.0
整体,科特迪瓦,2025-06-01,iOS,整体,745.0
整体,玻利维亚,2025-06-01,Android,整体,7311.0
non-Organic,中非,2025-06-01,整体,整体,3.0
non-Organic,阿塞拜疆,2025-08-01,Android,整体,1016.0
non-Organic,老挝,2026-06-01,iOS,整体,7.0
Organic,密克罗尼西亚联邦,2026-06-01,iOS,整体,4.0
整体,留尼汪岛,2026-06-01,iOS,整体,165.0
Organic,密克罗尼西亚联邦,2026-06-01,Android,整体,1.0
non-Organic,开曼群岛,2025-12-01,iOS,整体,34.0
整体,波兰,2026-07-01,Android,整体,8846.0
Organic,布基纳法索,2026-07-01,iOS,整体,1445.0
Organic,老挝,2026-07-01,iOS,整体,109.0
non-Organic,马尔代夫,2026-07-01,整体,整体,73.0
Organic,马尔代夫,2025-09-01,整体,整体,1121.0
整体,玻利维亚,2025-09-01,整体,整体,9706.0
non-Organic,日本,2026-04-01,iOS,整体,506.0
non-Organic,奥兰群岛,2026-04-01,整体,整体,1.0
整体,缅甸,2026-04-01,Android,整体,1682.0
Organic,库克群岛,2026-05-01,整体,整体,40.0
整体,几内亚,2026-05-01,Android,整体,278.0
Organic,布基纳法索,2026-05-01,iOS,整体,1473.0
non-Organic,多哥,2026-02-01,iOS,整体,4.0
non-Organic,老挝,2026-02-01,Android,整体,36.0
non-Organic,秘鲁,2026-02-01,Android,整体,1471.0
Organic,奥兰群岛,2026-02-01,整体,整体,9.0
整体,文莱,2026-02-01,Android,整体,95.0
Organic,几内亚,2025-07-01,Android,整体,335.0
Organic,瓜德罗普,2025-07-01,Android,整体,33.0
整体,秘鲁,2026-01-01,iOS,整体,12407.0
Organic,圣巴泰勒米岛,2026-01-01,iOS,整体,81.0
non-Organic,老挝,2025-11-01,整体,整体,57.0
Organic,圣巴泰勒米岛,2026-03-01,整体,整体,51.0
Organic,库克群岛,2026-03-01,iOS,整体,26.0
整体,泰国,2026-03-01,Android,整体,1912.0
non-Organic,牙买加,2025-10-01,Android,整体,95.0
整体,埃塞俄比亚,2025-10-01,整体,整体,5114.0
整体,库克群岛,2025-10-01,整体,整体,60.0
Organic,留尼汪岛,2025-06-01,iOS,整体,155.0
整体,布基纳法索,2026-06-01,整体,整体,2663.0
Organic,泰国,2026-06-01,iOS,整体,5103.0
Organic,阿曼,2026-06-01,iOS,整体,1165.0
Organic,库克群岛,2026-06-01,整体,整体,53.0
整体,玻利维亚,2025-12-01,iOS,整体,2896.0
Organic,马尔代夫,2025-12-01,iOS,整体,1208.0
non-Organic,阿塞拜疆,2026-07-01,Android,整体,314.0
non-Organic,牙买加,2026-07-01,Android,整体,58.0
non-Organic,瓜德罗普,2025-09-01,Android,整体,6.0
Organic,密克罗尼西亚联邦,2025-09-01,整体,整体,5.0
整体,阿曼,2026-04-01,Android,整体,494.0
Organic,阿塞拜疆,2026-05-01,iOS,整体,3443.0
non-Organic,日本,2026-05-01,整体,整体,780.0
non-Organic,斐济,2026-05-01,整体,整体,52.0
整体,留尼汪岛,2026-05-01,Android,整体,64.0
non-Organic,圣巴泰勒米岛,2026-05-01,iOS,整体,2.0
Organic,玻利维亚,2026-05-01,Android,整体,3711.0
整体,阿塞拜疆,2026-02-01,Android,整体,2246.0
Organic,文莱,2025-07-01,iOS,整体,152.0
non-Organic,波兰,2025-07-01,Android,整体,1235.0
整体,坦桑尼亚,2026-01-01,Android,整体,2925.0
Organic,文莱,2026-01-01,iOS,整体,157.0
Organic,瓜德罗普,2026-01-01,iOS,整体,162.0
non-Organic,文莱,2025-11-01,整体,整体,20.0
Organic,留尼汪岛,2025-11-01,Android,整体,111.0
Organic,斐济,2025-11-01,Android,整体,140.0
整体,牙买加,2025-11-01,Android,整体,631.0
Organic,秘鲁,2026-03-01,iOS,整体,10318.0
整体,密克罗尼西亚联邦,2026-03-01,Android,整体,2.0
non-Organic,阿曼,2026-03-01,整体,整体,168.0
Organic,斐济,2026-03-01,整体,整体,376.0
Organic,多哥,2026-03-01,Android,整体,256.0
non-Organic,老挝,2026-03-01,整体,整体,56.0
整体,文莱,2025-10-01,iOS,整体,211.0
Organic,玻利维亚,2025-10-01,整体,整体,10681.0
整体,马尔代夫,2025-10-01,整体,整体,1403.0
整体,新加坡,2025-06-01,Android,整体,1994.0
整体,玻利维亚,2025-06-01,整体,整体,10060.0
Organic,新加坡,2025-06-01,Android,整体,1423.0
Organic,秘鲁,2025-06-01,Android,整体,13992.0
non-Organic,几内亚,2025-08-01,整体,整体,29.0
整体,牙买加,2025-08-01,Android,整体,955.0
non-Organic,日本,2025-08-01,iOS,整体,980.0
Organic,秘鲁,2025-08-01,整体,整体,25613.0
整体,毛里求斯,2026-06-01,Android,整体,367.0
Organic,文莱,2026-06-01,iOS,整体,131.0
整体,布基纳法索,2026-06-01,iOS,整体,1509.0
non-Organic,秘鲁,2025-12-01,iOS,整体,335.0
non-Organic,文莱,2025-12-01,整体,整体,26.0
Organic,毛里求斯,2025-12-01,iOS,整体,914.0
整体,瓜德罗普,2025-12-01,iOS,整体,167.0
Organic,中非,2025-12-01,整体,整体,34.0
non-Organic,阿曼,2026-07-01,iOS,整体,54.0
整体,玻利维亚,2026-07-01,Android,整体,4060.0
整体,马尔代夫,2026-07-01,整体,整体,1180.0
Organic,中非,2026-04-01,Android,整体,32.0
整体,留尼汪岛,2026-04-01,iOS,整体,183.0
non-Organic,布基纳法索,2026-05-01,iOS,整体,32.0
non-Organic,马尔代夫,2026-05-01,Android,整体,18.0
整体,阿塞拜疆,2026-02-01,iOS,整体,3026.0
non-Organic,缅甸,2026-02-01,Android,整体,402.0
non-Organic,牙买加,2026-02-01,整体,整体,273.0
整体,多哥,2026-02-01,整体,整体,441.0
non-Organic,密克罗尼西亚联邦,2026-02-01,iOS,整体,1.0
Organic,布基纳法索,2026-02-01,整体,整体,639.0
Organic,多哥,2025-07-01,Android,整体,620.0
Organic,泰国,2026-01-01,iOS,整体,11142.0
non-Organic,波兰,2026-01-01,iOS,整体,411.0
整体,马尔代夫,2025-11-01,Android,整体,327.0
Organic,多哥,2025-11-01,整体,整体,558.0
Organic,阿曼,2025-06-01,iOS,整体,1332.0
整体,泰国,2025-06-01,iOS,整体,6163.0
整体,开曼群岛,2025-08-01,Android,整体,51.0
Organic,泰国,2025-08-01,iOS,整体,5797.0
整体,阿塞拜疆,2025-08-01,iOS,整体,4296.0
