渠道自然,国家,日期,平台,新老,MAU
整体,奥兰群岛,2026-04-01,整体,整体,11.0
non-Organic,新加坡,2026-04-01,iOS,整体,434.0
Organic,老挝,2025-07-01,整体,整体,276.0
Organic,毛里求斯,2025-07-01,Android,整体,477.0
整体,牙买加,2025-07-01,Android,整体,903.0
Organic,中非,2025-07-01,iOS,整体,5.0
Organic,库克群岛,2025-07-01,iOS,整体,57.0
Organic,科特迪瓦,2025-07-01,Android,整体,1092.0
Organic,几内亚,2026-01-01,整体,整体,690.0
non-Organic,开曼群岛,2025-11-01,Android,整体,6.0
整体,缅甸,2025-11-01,Android,整体,2891.0
non-Organic,斐济,2025-11-01,iOS,整体,12.0
整体,老挝,2025-11-01,整体,整体,365.0
Organic,毛里求斯,2025-06-01,iOS,整体,739.0
整体,斐济,2025-08-01,整体,整体,632.0
Organic,埃塞俄比亚,2025-08-01,Android,整体,3539.0
整体,缅甸,2025-08-01,整体,整体,5283.0
Organic,留尼汪岛,2025-08-01,iOS,整体,186.0
整体,库克群岛,2026-06-01,整体,整体,55.0
non-Organic,缅甸,2026-06-01,Android,整体,274.0
non-Organic,布基纳法索,2026-06-01,Android,整体,28.0
Organic,日本,2025-12-01,iOS,整体,6705.0
整体,中非,2025-12-01,iOS,整体,9.0
Organic,缅甸,2025-12-01,iOS,整体,983.0
non-Organic,布基纳法索,2026-07-01,整体,整体,60.0
整体,新加坡,2026-07-01,整体,整体,11657.0
整体,几内亚,2026-07-01,iOS,整体,728.0
non-Organic,多哥,2025-09-01,整体,整体,111.0
Organic,缅甸,2026-04-01,整体,整体,2051.0
Organic,蒙塞拉特岛,2026-04-01,整体,整体,1.0
Organic,新加坡,2026-04-01,iOS,整体,6155.0
整体,库克群岛,2026-05-01,Android,整体,8.0
Organic,阿塞拜疆,2026-02-01,整体,整体,4824.0
整体,科特迪瓦,2026-02-01,Android,整体,642.0
整体,蒙塞拉特岛,2026-02-01,iOS,整体,1.0
Organic,中非,2025-07-01,Android,整体,40.0
non-Organic,泰国,2025-07-01,整体,整体,874.0
Organic,埃塞俄比亚,2025-07-01,整体,整体,4271.0
整体,缅甸,2026-01-01,整体,整体,3150.0
整体,阿曼,2026-01-01,Android,整体,659.0
non-Organic,波兰,2025-11-01,Android,整体,348.0
non-Organic,布基纳法索,2025-11-01,整体,整体,23.0
整体,秘鲁,2025-11-01,整体,整体,26804.0
整体,阿曼,2026-03-01,iOS,整体,1363.0
non-Organic,牙买加,2026-03-01,整体,整体,344.0
Organic,马尔代夫,2026-03-01,iOS,整体,900.0
Organic,缅甸,2026-03-01,整体,整体,2119.0
non-Organic,布基纳法索,2025-10-01,整体,整体,36.0
non-Organic,库克群岛,2025-06-01,整体,整体,3.0
non-Organic,圣巴泰勒米岛,2025-08-01,整体,整体,5.0
整体,马尔代夫,2025-08-01,Android,整体,329.0
non-Organic,多哥,2025-08-01,iOS,整体,13.0
non-Organic,马尔代夫,2025-08-01,整体,整体,174.0
Organic,布基纳法索,2026-06-01,整体,整体,2607.0
Organic,牙买加,2026-06-01,Android,整体,593.0
整体,开曼群岛,2025-12-01,Android,整体,37.0
Organic,留尼汪岛,2026-07-01,Android,整体,53.0
non-Organic,多哥,2025-09-01,iOS,整体,14.0
Organic,圣巴泰勒米岛,2025-09-01,整体,整体,4.0
Organic,波兰,2025-09-01,iOS,整体,23334.0
non-Organic,泰国,2025-09-01,Android,整体,375.0
non-Organic,文莱,2025-09-01,iOS,整体,19.0
整体,日本,2026-04-01,iOS,整体,9554.0
non-Organic,留尼汪岛,2026-04-01,整体,整体,40.0
整体,玻利维亚,2026-04-01,整体,整体,7194.0
Organic,文莱,2026-04-01,Android,整体,72.0
整体,牙买加,2026-05-01,整体,整体,4501.0
Organic,阿塞拜疆,2026-05-01,Android,整体,2117.0
Organic,瓜德罗普,2026-02-01,整体,整体,161.0
整体,缅甸,2026-02-01,iOS,整体,850.0
Organic,泰国,2025-07-01,iOS,整体,5876.0
整体,密克罗尼西亚联邦,2025-07-01,Android,整体,12.0
non-Organic,斐济,2026-01-01,整体,整体,49.0
non-Organic,密克罗尼西亚联邦,2026-01-01,整体,整体,1.0
整体,瓜德罗普,2026-01-01,iOS,整体,171.0
non-Organic,毛里求斯,2025-10-01,Android,整体,57.0
Organic,科特迪瓦,2025-10-01,整体,整体,1950.0
Organic,留尼汪岛,2025-10-01,iOS,整体,224.0
non-Organic,开曼群岛,2025-10-01,Android,整体,8.0
Organic,文莱,2025-10-01,iOS,整体,208.0
non-Organic,阿曼,2025-06-01,Android,整体,215.0
non-Organic,泰国,2025-06-01,iOS,整体,444.0
整体,毛里求斯,2025-06-01,Android,整体,620.0
整体,中非,2025-06-01,iOS,整体,4.0
Organic,波兰,2025-08-01,整体,整体,35111.0
non-Organic,开曼群岛,2025-08-01,iOS,整体,46.0
Organic,缅甸,2026-06-01,整体,整体,2205.0
整体,瓜德罗普,2025-12-01,整体,整体,203.0
整体,玻利维亚,2025-12-01,Android,整体,6454.0
Organic,新加坡,2025-12-01,Android,整体,2887.0
整体,斐济,2026-07-01,整体,整体,539.0
Organic,密克罗尼西亚联邦,2026-04-01,整体,整体,4.0
Organic,瓜德罗普,2026-04-01,iOS,整体,142.0
Organic,毛里求斯,2026-05-01,Android,整体,355.0
non-Organic,瓜德罗普,2026-05-01,整体,整体,17.0
Organic,奥兰群岛,2026-05-01,整体,整体,8.0
Organic,坦桑尼亚,2026-05-01,整体,整体,2907.0
non-Organic,波兰,2026-02-01,iOS,整体,517.0
整体,坦桑尼亚,2025-07-01,iOS,整体,1538.0
Organic,玻利维亚,2026-01-01,iOS,整体,2688.0
non-Organic,泰国,2026-01-01,iOS,整体,566.0
Organic,圣巴泰勒米岛,2025-11-01,整体,整体,27.0
整体,奥兰群岛,2025-11-01,Android,整体,6.0
Organic,毛里求斯,2026-03-01,整体,整体,1057.0
non-Organic,中非,2026-03-01,iOS,整体,1.0
non-Organic,秘鲁,2026-03-01,整体,整体,2424.0
整体,库克群岛,2026-03-01,整体,整体,33.0
Organic,马尔代夫,2025-10-01,整体,整体,1334.0
Organic,老挝,2025-10-01,iOS,整体,153.0
整体,几内亚,2025-06-01,整体,整体,703.0
Organic,开曼群岛,2025-08-01,iOS,整体,335.0
整体,科特迪瓦,2025-08-01,iOS,整体,835.0
non-Organic,几内亚,2026-06-01,Android,整体,8.0
non-Organic,日本,2025-12-01,整体,整体,396.0
Organic,日本,2026-07-01,iOS,整体,6815.0
整体,蒙塞拉特岛,2025-09-01,整体,整体,5.0
整体,多哥,2025-09-01,iOS,整体,85.0
整体,泰国,2026-04-01,iOS,整体,7723.0
non-Organic,阿曼,2026-04-01,整体,整体,116.0
Organic,波兰,2026-05-01,整体,整体,36756.0
整体,斐济,2026-02-01,iOS,整体,261.0
Organic,库克群岛,2025-07-01,整体,整体,64.0
non-Organic,缅甸,2025-07-01,Android,整体,1483.0
non-Organic,坦桑尼亚,2025-07-01,整体,整体,812.0
Organic,马尔代夫,2025-07-01,iOS,整体,881.0
整体,坦桑尼亚,2026-01-01,整体,整体,4365.0
Organic,布基纳法索,2025-11-01,iOS,整体,237.0
Organic,老挝,2025-11-01,Android,整体,137.0
Organic,玻利维亚,2026-03-01,Android,整体,3854.0
Organic,阿塞拜疆,2026-03-01,整体,整体,4684.0
non-Organic,科特迪瓦,2025-10-01,Android,整体,56.0
Organic,中非,2025-10-01,整体,整体,46.0
non-Organic,毛里求斯,2025-10-01,iOS,整体,27.0
Organic,泰国,2025-10-01,Android,整体,2389.0
non-Organic,文莱,2025-06-01,iOS,整体,16.0
Organic,坦桑尼亚,2025-06-01,Android,整体,2137.0
non-Organic,库克群岛,2025-08-01,iOS,整体,5.0
整体,文莱,2026-06-01,Android,整体,87.0
non-Organic,布基纳法索,2026-06-01,整体,整体,56.0
整体,圣巴泰勒米岛,2026-06-01,整体,整体,21.0
整体,坦桑尼亚,2026-06-01,Android,整体,1783.0
non-Organic,玻利维亚,2025-12-01,Android,整体,1279.0
整体,阿塞拜疆,2025-09-01,整体,整体,7423.0
整体,多哥,2025-09-01,Android,整体,531.0
Organic,马尔代夫,2025-09-01,iOS,整体,886.0
整体,蒙塞拉特岛,2026-04-01,整体,整体,1.0
整体,老挝,2026-04-01,iOS,整体,216.0
整体,中非,2026-04-01,Android,整体,32.0
整体,缅甸,2026-05-01,整体,整体,2581.0
Organic,库克群岛,2026-05-01,Android,整体,7.0
整体,波兰,2026-02-01,Android,整体,6813.0
Organic,多哥,2026-02-01,iOS,整体,109.0
整体,几内亚,2026-02-01,整体,整体,654.0
Organic,斐济,2025-07-01,整体,整体,548.0
Organic,开曼群岛,2026-01-01,整体,整体,410.0
non-Organic,斐济,2026-01-01,iOS,整体,18.0
non-Organic,泰国,2026-03-01,整体,整体,726.0
Organic,泰国,2026-03-01,iOS,整体,8438.0
Organic,埃塞俄比亚,2026-03-01,整体,整体,2748.0
Organic,奥兰群岛,2026-03-01,整体,整体,11.0
Organic,泰国,2025-10-01,整体,整体,9912.0
non-Organic,缅甸,2025-10-01,iOS,整体,193.0
Organic,牙买加,2025-06-01,iOS,整体,3731.0
整体,坦桑尼亚,2025-06-01,Android,整体,2959.0
Organic,中非,2025-06-01,整体,整体,51.0
non-Organic,阿塞拜疆,2025-06-01,整体,整体,1304.0
Organic,波兰,2025-06-01,整体,整体,32574.0
non-Organic,新加坡,2025-08-01,Android,整体,654.0
Organic,科特迪瓦,2025-08-01,iOS,整体,804.0
non-Organic,瓜德罗普,2026-06-01,整体,整体,19.0
整体,阿曼,2026-06-01,整体,整体,1704.0
Organic,科特迪瓦,2026-06-01,整体,整体,3407.0
整体,奥兰群岛,2026-06-01,整体,整体,17.0
non-Organic,埃塞俄比亚,2025-12-01,整体,整体,878.0
non-Organic,毛里求斯,2025-12-01,整体,整体,77.0
整体,圣巴泰勒米岛,2025-12-01,Android,整体,1.0
Organic,科特迪瓦,2025-12-01,Android,整体,837.0
non-Organic,留尼汪岛,2026-07-01,iOS,整体,12.0
整体,玻利维亚,2025-09-01,iOS,整体,2845.0
Organic,毛里求斯,2025-09-01,Android,整体,421.0
整体,阿曼,2025-09-01,iOS,整体,1274.0
non-Organic,布基纳法索,2026-04-01,iOS,整体,22.0
non-Organic,牙买加,2026-04-01,Android,整体,82.0
Organic,斐济,2026-04-01,整体,整体,462.0
non-Organic,新加坡,2026-05-01,Android,整体,283.0
整体,圣巴泰勒米岛,2026-05-01,iOS,整体,27.0
Organic,牙买加,2026-05-01,Android,整体,646.0
non-Organic,日本,2026-05-01,iOS,整体,580.0
整体,密克罗尼西亚联邦,2026-02-01,整体,整体,8.0
non-Organic,泰国,2026-02-01,整体,整体,704.0
Organic,瓜德罗普,2026-02-01,Android,整体,26.0
Organic,埃塞俄比亚,2026-02-01,整体,整体,2621.0
整体,瓜德罗普,2026-02-01,整体,整体,183.0
整体,阿曼,2025-07-01,iOS,整体,1327.0
non-Organic,牙买加,2025-07-01,整体,整体,549.0
整体,库克群岛,2026-01-01,iOS,整体,33.0
Organic,科特迪瓦,2026-01-01,整体,整体,1513.0
non-Organic,多哥,2026-01-01,Android,整体,19.0
整体,泰国,2026-01-01,Android,整体,2192.0
整体,秘鲁,2026-01-01,Android,整体,15189.0
non-Organic,埃塞俄比亚,2025-11-01,iOS,整体,33.0
整体,阿塞拜疆,2025-11-01,Android,整体,2941.0
Organic,库克群岛,2026-03-01,整体,整体,30.0
整体,阿塞拜疆,2025-10-01,Android,整体,3976.0
Organic,圣巴泰勒米岛,2025-10-01,整体,整体,11.0
整体,瓜德罗普,2025-10-01,iOS,整体,139.0
Organic,密克罗尼西亚联邦,2025-10-01,iOS,整体,2.0
整体,老挝,2025-06-01,Android,整体,238.0
Organic,密克罗尼西亚联邦,2025-08-01,iOS,整体,7.0
Organic,蒙塞拉特岛,2025-08-01,整体,整体,7.0
整体,老挝,2025-08-01,整体,整体,339.0
Organic,缅甸,2025-08-01,Android,整体,2193.0
non-Organic,密克罗尼西亚联邦,2025-08-01,整体,整体,5.0
Organic,老挝,2025-08-01,整体,整体,258.0
non-Organic,波兰,2026-06-01,整体,整体,1419.0
整体,泰国,2026-06-01,整体,整体,6869.0
non-Organic,科特迪瓦,2026-06-01,Android,整体,30.0
Organic,开曼群岛,2026-06-01,整体,整体,377.0
Organic,蒙塞拉特岛,2025-12-01,iOS,整体,6.0
non-Organic,几内亚,2025-12-01,Android,整体,7.0
Organic,科特迪瓦,2025-12-01,整体,整体,1555.0
non-Organic,阿塞拜疆,2026-07-01,iOS,整体,158.0
non-Organic,波兰,2026-07-01,Android,整体,712.0
整体,泰国,2026-07-01,整体,整体,7431.0
Organic,波兰,2026-07-01,整体,整体,43468.0
Organic,泰国,2025-09-01,整体,整体,6933.0
Organic,文莱,2025-09-01,Android,整体,72.0
整体,埃塞俄比亚,2026-04-01,整体,整体,3295.0
Organic,毛里求斯,2026-04-01,Android,整体,336.0
整体,老挝,2026-05-01,整体,整体,222.0
整体,牙买加,2026-05-01,Android,整体,721.0
Organic,缅甸,2026-05-01,Android,整体,1454.0
Organic,文莱,2026-02-01,Android,整体,80.0
Organic,留尼汪岛,2026-02-01,iOS,整体,134.0
non-Organic,奥兰群岛,2026-02-01,整体,整体,1.0
Organic,马尔代夫,2026-02-01,Android,整体,241.0
整体,蒙塞拉特岛,2025-07-01,iOS,整体,3.0
non-Organic,圣巴泰勒米岛,2025-07-01,整体,整体,3.0
整体,埃塞俄比亚,2025-07-01,整体,整体,6053.0
non-Organic,斐济,2026-01-01,Android,整体,31.0
non-Organic,秘鲁,2026-01-01,整体,整体,2097.0
整体,中非,2026-01-01,Android,整体,27.0
non-Organic,老挝,2026-01-01,整体,整体,44.0
整体,波兰,2026-01-01,iOS,整体,21818.0
non-Organic,玻利维亚,2025-11-01,整体,整体,1152.0
整体,秘鲁,2025-11-01,iOS,整体,11788.0
Organic,圣巴泰勒米岛,2025-11-01,iOS,整体,27.0
non-Organic,瓜德罗普,2025-11-01,Android,整体,1.0
non-Organic,阿塞拜疆,2026-03-01,iOS,整体,96.0
Organic,文莱,2025-10-01,整体,整体,335.0
non-Organic,马尔代夫,2025-10-01,iOS,整体,44.0
Organic,玻利维亚,2025-06-01,整体,整体,7887.0
Organic,玻利维亚,2025-06-01,iOS,整体,2651.0
Organic,库克群岛,2025-08-01,iOS,整体,47.0
整体,科特迪瓦,2026-06-01,iOS,整体,2539.0
Organic,老挝,2025-12-01,整体,整体,325.0
整体,埃塞俄比亚,2025-12-01,整体,整体,4103.0
Organic,阿塞拜疆,2025-12-01,Android,整体,2204.0
Organic,圣巴泰勒米岛,2025-12-01,iOS,整体,51.0
Organic,中非,2026-07-01,Android,整体,30.0
整体,斐济,2025-09-01,Android,整体,203.0
non-Organic,文莱,2025-09-01,整体,整体,49.0
Organic,马尔代夫,2026-04-01,整体,整体,1021.0
整体,中非,2026-04-01,整体,整体,51.0
non-Organic,阿塞拜疆,2026-04-01,iOS,整体,82.0
Organic,波兰,2026-05-01,Android,整体,7489.0
Organic,开曼群岛,2026-05-01,Android,整体,33.0
整体,马尔代夫,2026-05-01,整体,整体,1136.0
整体,开曼群岛,2026-02-01,整体,整体,371.0
non-Organic,文莱,2026-02-01,整体,整体,26.0
Organic,波兰,2025-07-01,整体,整体,34465.0
Organic,新加坡,2025-07-01,整体,整体,5973.0
Organic,牙买加,2025-07-01,Android,整体,739.0
Organic,奥兰群岛,2026-01-01,整体,整体,19.0
Organic,新加坡,2026-01-01,iOS,整体,5948.0
non-Organic,新加坡,2026-01-01,整体,整体,488.0
整体,密克罗尼西亚联邦,2026-01-01,iOS,整体,1.0
整体,埃塞俄比亚,2025-11-01,iOS,整体,560.0
整体,马尔代夫,2025-11-01,iOS,整体,1215.0
Organic,密克罗尼西亚联邦,2025-11-01,Android,整体,3.0
Organic,缅甸,2025-11-01,整体,整体,3514.0
non-Organic,坦桑尼亚,2025-11-01,Android,整体,254.0
Organic,玻利维亚,2026-03-01,整体,整体,6473.0
整体,阿曼,2026-03-01,整体,整体,1958.0
non-Organic,科特迪瓦,2025-10-01,整体,整体,69.0
整体,奥兰群岛,2025-10-01,iOS,整体,10.0
整体,毛里求斯,2025-10-01,iOS,整体,978.0
整体,阿塞拜疆,2025-06-01,Android,整体,4622.0
non-Organic,阿曼,2025-08-01,iOS,整体,131.0
Organic,瓜德罗普,2025-08-01,整体,整体,192.0
整体,毛里求斯,2025-08-01,iOS,整体,731.0
non-Organic,文莱,2025-08-01,Android,整体,38.0
non-Organic,缅甸,2026-06-01,整体,整体,398.0
non-Organic,新加坡,2026-06-01,iOS,整体,404.0
Organic,牙买加,2026-06-01,iOS,整体,3401.0
整体,科特迪瓦,2026-06-01,Android,整体,942.0
Organic,阿塞拜疆,2026-06-01,整体,整体,6248.0
Organic,开曼群岛,2026-07-01,iOS,整体,328.0
Organic,几内亚,2025-09-01,整体,整体,654.0
non-Organic,阿曼,2026-04-01,iOS,整体,43.0
整体,牙买加,2026-04-01,Android,整体,722.0
Organic,毛里求斯,2026-04-01,iOS,整体,667.0
Organic,多哥,2026-04-01,iOS,整体,230.0
non-Organic,埃塞俄比亚,2026-04-01,整体,整体,510.0
non-Organic,新加坡,2026-04-01,Android,整体,271.0
Organic,密克罗尼西亚联邦,2026-04-01,iOS,整体,3.0
Organic,牙买加,2026-04-01,Android,整体,640.0
整体,牙买加,2026-05-01,iOS,整体,3780.0
整体,瓜德罗普,2026-05-01,整体,整体,164.0
non-Organic,老挝,2026-05-01,iOS,整体,7.0
整体,布基纳法索,2026-05-01,整体,整体,2716.0
整体,几内亚,2026-05-01,整体,整体,915.0
整体,几内亚,2026-02-01,iOS,整体,443.0
Organic,留尼汪岛,2026-02-01,Android,整体,55.0
Organic,日本,2026-02-01,Android,整体,1587.0
整体,马尔代夫,2026-02-01,iOS,整体,1139.0
整体,缅甸,2025-07-01,整体,整体,4915.0
Organic,斐济,2025-07-01,Android,整体,162.0
Organic,玻利维亚,2025-07-01,Android,整体,5446.0
non-Organic,埃塞俄比亚,2025-07-01,整体,整体,1782.0
non-Organic,留尼汪岛,2025-07-01,Android,整体,9.0
non-Organic,老挝,2026-01-01,Android,整体,35.0
Organic,多哥,2026-01-01,整体,整体,487.0
Organic,日本,2026-01-01,整体,整体,8237.0
Organic,秘鲁,2026-01-01,整体,整体,25499.0
non-Organic,阿曼,2026-01-01,Android,整体,101.0
non-Organic,新加坡,2026-01-01,Android,整体,196.0
整体,蒙塞拉特岛,2026-03-01,整体,整体,4.0
non-Organic,泰国,2026-03-01,Android,整体,172.0
Organic,埃塞俄比亚,2025-10-01,整体,整体,4296.0
整体,多哥,2025-10-01,iOS,整体,157.0
Organic,马尔代夫,2025-06-01,整体,整体,998.0
Organic,斐济,2025-08-01,Android,整体,177.0
non-Organic,日本,2025-08-01,Android,整体,810.0
non-Organic,老挝,2025-12-01,整体,整体,59.0
Organic,圣巴泰勒米岛,2025-12-01,整体,整体,52.0
整体,埃塞俄比亚,2025-12-01,iOS,整体,545.0
整体,秘鲁,2025-12-01,整体,整体,28293.0
整体,坦桑尼亚,2025-12-01,iOS,整体,1246.0
整体,秘鲁,2026-07-01,Android,整体,11696.0
Organic,阿曼,2025-09-01,整体,整体,1761.0
Organic,老挝,2025-09-01,Android,整体,122.0
non-Organic,开曼群岛,2026-04-01,iOS,整体,34.0
non-Organic,斐济,2026-05-01,iOS,整体,29.0
整体,蒙塞拉特岛,2026-05-01,整体,整体,1.0
整体,新加坡,2026-05-01,Android,整体,3718.0
整体,奥兰群岛,2026-05-01,整体,整体,9.0
non-Organic,瓜德罗普,2026-02-01,iOS,整体,19.0
Organic,老挝,2025-07-01,iOS,整体,137.0
整体,几内亚,2025-07-01,iOS,整体,357.0
整体,开曼群岛,2025-07-01,Android,整体,49.0
整体,中非,2026-01-01,整体,整体,32.0
整体,阿曼,2025-11-01,Android,整体,748.0
Organic,斐济,2026-03-01,Android,整体,125.0
non-Organic,埃塞俄比亚,2026-03-01,iOS,整体,52.0
non-Organic,几内亚,2026-03-01,整体,整体,73.0
整体,缅甸,2026-03-01,iOS,整体,775.0
non-Organic,多哥,2025-10-01,iOS,整体,13.0
Organic,毛里求斯,2025-10-01,iOS,整体,951.0
non-Organic,斐济,2025-06-01,整体,整体,96.0
整体,斐济,2025-06-01,Android,整体,189.0
Organic,中非,2025-06-01,iOS,整体,4.0
Organic,密克罗尼西亚联邦,2025-08-01,Android,整体,6.0
整体,秘鲁,2025-08-01,整体,整体,29500.0
Organic,波兰,2026-06-01,iOS,整体,31049.0
Organic,蒙塞拉特岛,2026-06-01,iOS,整体,1.0
整体,密克罗尼西亚联邦,2026-06-01,整体,整体,6.0
Organic,阿塞拜疆,2026-06-01,iOS,整体,3994.0
整体,牙买加,2026-07-01,Android,整体,655.0
Organic,几内亚,2026-07-01,iOS,整体,690.0
Organic,马尔代夫,2026-07-01,整体,整体,1107.0
Organic,多哥,2026-07-01,整体,整体,668.0
non-Organic,圣巴泰勒米岛,2026-07-01,iOS,整体,2.0
non-Organic,开曼群岛,2025-09-01,iOS,整体,27.0
整体,埃塞俄比亚,2025-09-01,整体,整体,5232.0
non-Organic,几内亚,2026-04-01,整体,整体,84.0
non-Organic,留尼汪岛,2026-04-01,Android,整体,12.0
整体,布基纳法索,2026-04-01,整体,整体,1742.0
整体,奥兰群岛,2026-05-01,iOS,整体,9.0
non-Organic,泰国,2026-05-01,整体,整体,524.0
整体,秘鲁,2026-02-01,Android,整体,13086.0
整体,瓜德罗普,2025-07-01,Android,整体,37.0
Organic,泰国,2026-01-01,Android,整体,2043.0
Organic,坦桑尼亚,2026-01-01,iOS,整体,1375.0
整体,毛里求斯,2026-01-01,Android,整体,489.0
整体,缅甸,2026-01-01,iOS,整体,823.0
Organic,老挝,2025-11-01,整体,整体,308.0
non-Organic,秘鲁,2025-11-01,Android,整体,1336.0
Organic,新加坡,2026-03-01,iOS,整体,5844.0
整体,毛里求斯,2026-03-01,Android,整体,417.0
Organic,牙买加,2026-03-01,Android,整体,574.0
整体,缅甸,2025-06-01,iOS,整体,1151.0
non-Organic,牙买加,2025-06-01,iOS,整体,392.0
Organic,蒙塞拉特岛,2025-06-01,Android,整体,2.0
non-Organic,多哥,2025-06-01,Android,整体,90.0
non-Organic,奥兰群岛,2025-08-01,整体,整体,1.0
non-Organic,缅甸,2025-08-01,iOS,整体,516.0
整体,缅甸,2025-08-01,Android,整体,3808.0
non-Organic,中非,2026-06-01,Android,整体,1.0
Organic,科特迪瓦,2026-06-01,iOS,整体,2495.0
non-Organic,玻利维亚,2026-06-01,Android,整体,541.0
整体,斐济,2025-12-01,iOS,整体,385.0
non-Organic,马尔代夫,2025-12-01,Android,整体,24.0
整体,多哥,2025-12-01,整体,整体,586.0
整体,阿曼,2025-12-01,Android,整体,726.0
整体,埃塞俄比亚,2026-07-01,Android,整体,2136.0
Organic,斐济,2026-07-01,iOS,整体,378.0
整体,波兰,2025-09-01,Android,整体,8571.0
Organic,奥兰群岛,2026-04-01,整体,整体,10.0
non-Organic,玻利维亚,2026-04-01,Android,整体,730.0
整体,科特迪瓦,2026-04-01,Android,整体,667.0
non-Organic,奥兰群岛,2026-05-01,整体,整体,1.0
Organic,新加坡,2026-05-01,整体,整体,9934.0
整体,几内亚,2025-07-01,整体,整体,716.0
Organic,日本,2026-01-01,iOS,整体,6518.0
整体,密克罗尼西亚联邦,2026-01-01,整体,整体,5.0
整体,老挝,2026-01-01,Android,整体,157.0
整体,瓜德罗普,2025-11-01,iOS,整体,158.0
整体,日本,2026-03-01,整体,整体,9102.0
整体,科特迪瓦,2026-03-01,iOS,整体,867.0
non-Organic,坦桑尼亚,2026-03-01,整体,整体,556.0
整体,多哥,2025-06-01,iOS,整体,102.0
non-Organic,密克罗尼西亚联邦,2025-06-01,Android,整体,5.0
Organic,奥兰群岛,2025-06-01,Android,整体,3.0
Organic,文莱,2025-06-01,iOS,整体,164.0
整体,文莱,2025-08-01,Android,整体,116.0
整体,布基纳法索,2025-12-01,iOS,整体,260.0
non-Organic,阿塞拜疆,2025-12-01,整体,整体,605.0
non-Organic,泰国,2025-12-01,iOS,整体,423.0
Organic,秘鲁,2026-07-01,整体,整体,20851.0
整体,老挝,2026-07-01,整体,整体,239.0
non-Organic,新加坡,2025-09-01,整体,整体,1634.0
non-Organic,秘鲁,2025-09-01,Android,整体,2671.0
整体,缅甸,2025-09-01,整体,整体,5633.0
non-Organic,开曼群岛,2025-09-01,整体,整体,35.0
Organic,库克群岛,2026-04-01,Android,整体,7.0
non-Organic,瓜德罗普,2026-04-01,iOS,整体,31.0
non-Organic,几内亚,2026-05-01,整体,整体,65.0
Organic,秘鲁,2026-05-01,整体,整体,21614.0
整体,阿塞拜疆,2026-05-01,整体,整体,5967.0
整体,泰国,2026-05-01,整体,整体,7903.0
non-Organic,秘鲁,2026-02-01,整体,整体,2391.0
整体,秘鲁,2026-02-01,iOS,整体,11078.0
non-Organic,科特迪瓦,2026-02-01,iOS,整体,37.0
整体,阿曼,2026-01-01,整体,整体,2030.0
non-Organic,牙买加,2026-01-01,整体,整体,212.0
整体,几内亚,2026-01-01,Android,整体,239.0
Organic,科特迪瓦,2026-01-01,Android,整体,738.0
整体,圣巴泰勒米岛,2026-01-01,Android,整体,2.0
non-Organic,马尔代夫,2025-11-01,Android,整体,22.0
non-Organic,开曼群岛,2026-03-01,iOS,整体,50.0
Organic,蒙塞拉特岛,2025-10-01,Android,整体,1.0
non-Organic,玻利维亚,2025-10-01,Android,整体,819.0
Organic,坦桑尼亚,2025-08-01,iOS,整体,1423.0
Organic,布基纳法索,2025-08-01,Android,整体,812.0
non-Organic,库克群岛,2025-08-01,Android,整体,2.0
Organic,库克群岛,2025-08-01,整体,整体,53.0
non-Organic,科特迪瓦,2026-06-01,整体,整体,74.0
整体,新加坡,2026-06-01,iOS,整体,6421.0
non-Organic,阿曼,2026-06-01,iOS,整体,49.0
Organic,玻利维亚,2026-07-01,整体,整体,5921.0
non-Organic,玻利维亚,2026-07-01,iOS,整体,69.0
non-Organic,几内亚,2026-07-01,整体,整体,42.0
non-Organic,泰国,2025-09-01,整体,整体,763.0
non-Organic,密克罗尼西亚联邦,2025-09-01,整体,整体,1.0
整体,日本,2025-09-01,整体,整体,9618.0
non-Organic,布基纳法索,2025-09-01,整体,整体,72.0
整体,新加坡,2026-04-01,Android,整体,3454.0
non-Organic,牙买加,2026-04-01,iOS,整体,248.0
整体,瓜德罗普,2026-05-01,iOS,整体,143.0
Organic,蒙塞拉特岛,2026-05-01,整体,整体,1.0
non-Organic,泰国,2026-02-01,Android,整体,180.0
non-Organic,阿曼,2026-02-01,Android,整体,98.0
整体,科特迪瓦,2026-02-01,整体,整体,1365.0
Organic,秘鲁,2026-02-01,Android,整体,11615.0
Organic,埃塞俄比亚,2026-02-01,Android,整体,2114.0
non-Organic,缅甸,2025-07-01,整体,整体,1865.0
non-Organic,开曼群岛,2026-01-01,整体,整体,35.0
Organic,埃塞俄比亚,2026-01-01,Android,整体,2551.0
Organic,坦桑尼亚,2026-01-01,整体,整体,3583.0
non-Organic,留尼汪岛,2026-01-01,iOS,整体,5.0
non-Organic,文莱,2026-01-01,Android,整体,20.0
整体,玻利维亚,2026-01-01,Android,整体,5799.0
整体,波兰,2025-11-01,iOS,整体,23437.0
整体,开曼群岛,2026-03-01,整体,整体,483.0
Organic,牙买加,2026-03-01,iOS,整体,3431.0
Organic,马尔代夫,2025-10-01,Android,整体,335.0
non-Organic,马尔代夫,2025-06-01,iOS,整体,87.0
整体,埃塞俄比亚,2025-06-01,Android,整体,5504.0
non-Organic,阿塞拜疆,2025-08-01,整体,整体,1200.0
non-Organic,马尔代夫,2026-06-01,整体,整体,60.0
Organic,奥兰群岛,2026-06-01,iOS,整体,13.0
