层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.1.塞内加尔,塞内加尔新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,355.902,457.266,129.253,166.67,22.331,67.035,62.47,64.194,23.336,65.589,62.029,81.48,91.015,34.708,-101.364,-22.167404,-101.364,0.178272,-0.002532
1.1.塞尔维亚,塞尔维亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,6694.884,5493.632,4545.545,4425.143,3555.264,4747.28,3781.0,3822.808,3762.294,3902.49,5258.043,4860.84,4422.048,4249.742,1201.252,21.866263,1201.252,-2.112678,0.030009
1.1.塞拉利昂,塞拉利昂新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,158.127,105.295,217.54,52.371,68.435,53.515,65.435,21.0,27.018,53.83,27.535,67.548,15.275,37.8,52.832,50.175222,52.832,-0.092917,0.00132
1.1.塞浦路斯,塞浦路斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1475.736,1287.041,1209.537,1054.582,1128.426,1185.383,1048.527,1047.825,1131.409,984.998,1642.23,1532.527,1328.953,1015.578,188.695,14.661149,188.695,-0.331864,0.004714
1.1.塞舌尔,塞舌尔新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,7.642,22.036,21.693,36.271,75.471,44.619,19.748,0.0,5.942,26.792,13.242,20.648,45.941,4.845,-14.394,-65.320385,-14.394,0.025315,-0.00036
1.1.墨西哥,墨西哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,23832.067,27282.245,26242.464,26325.711,22248.055,27805.654,26132.217,23992.737,21412.402,21748.416,25100.362,22298.929,20508.351,24079.574,-3450.178,-12.646239,-3450.178,6.067933,-0.086192
1.1.多哥,多哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.多米尼克,多米尼克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,93.682,75.949,40.521,21.693,5.593,39.123,35.35,40.6,17.246,5.6,30.8,20.746,37.675,17.5,17.733,23.348563,17.733,-0.031188,0.000443
1.1.多米尼加,多米尼加新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1295.083,1409.91,1545.022,1628.474,1607.41,1998.512,1660.365,1552.937,1072.29,1095.939,1509.387,1141.446,1380.503,1413.776,-114.827,-8.144279,-114.827,0.20195,-0.002869
1.1.奥兰群岛,奥兰群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.奥地利,奥地利新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3919.157,4315.408,3642.481,3427.539,2753.484,3645.185,3113.032,3853.302,3090.109,3392.808,5284.328,4630.821,4337.287,3763.088,-396.251,-9.182237,-396.251,0.696899,-0.009899
1.1.委内瑞拉,委内瑞拉新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,270.968,181.187,198.781,209.393,153.989,207.193,113.896,186.822,106.161,174.916,167.119,114.522,90.153,210.416,89.781,49.551568,89.781,-0.157901,0.002243
1.1.孟加拉,孟加拉新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,89.673,25.944,71.576,31.505,51.812,8.768,0.0,19.598,35.341,27.715,24.429,13.763,14.211,18.368,63.729,245.640611,63.729,-0.112082,0.001592
1.1.安哥拉,安哥拉新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,85.866,72.542,136.355,85.537,90.253,77.931,107.907,89.822,117.347,90.313,79.1,79.888,72.59,101.826,13.324,18.367291,13.324,-0.023433,0.000333
1.1.安圭拉,安圭拉新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,30.235,15.043,0.0,5.593,,,4.9,,,,21.7,,,0.0,15.192,100.990494,15.192,-0.026719,0.00038
1.1.安提瓜和巴布达,安提瓜和巴布达新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,60.931,109.082,99.555,34.409,30.255,132.347,60.441,63.225,92.4,3.375,116.904,38.723,41.041,0.0,-48.151,-44.142022,-48.151,0.084685,-0.001203
1.1.安道尔,安道尔新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.密克罗尼西亚联邦,密克罗尼西亚联邦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.尼加拉瓜,尼加拉瓜新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,288.255,276.579,207.223,210.413,266.667,276.895,222.432,204.661,200.984,190.579,163.125,217.008,165.818,175.05,11.676,4.221579,11.676,-0.020535,0.000292
1.1.尼日利亚,尼日利亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4414.632,3853.89,3496.789,2975.434,2775.721,2382.935,2231.391,1881.378,1850.232,2019.3,1576.31,1089.312,955.085,868.901,560.742,14.550026,560.742,-0.986194,0.014008
1.1.尼日尔,尼日尔新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,20.655,0.0,21.693,0.0,,3.79,11.9,,0.0,21.7,,17.5,0.0,-20.655,-100.0,-20.655,0.036327,-0.000516
1.1.尼泊尔,尼泊尔新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,23.341,19.534,49.404,17.417,24.277,4.505,31.117,19.42,17.11,5.936,7.22,4.501,25.533,15.17,3.807,19.489096,3.807,-0.006695,9.5e-05
1.1.巴勒斯坦,巴勒斯坦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.巴哈马,巴哈马新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,355.185,206.767,176.831,349.8,163.276,160.918,203.908,369.732,285.302,327.2,510.29,403.732,499.12,119.395,148.418,71.780313,148.418,-0.261027,0.003708
1.1.巴基斯坦,巴基斯坦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,651.127,614.334,671.276,904.975,486.102,961.99,616.811,705.101,496.829,430.29,602.658,518.666,661.426,438.974,36.793,5.989087,36.793,-0.064709,0.000919
1.1.巴巴多斯,巴巴多斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,53.594,95.247,169.721,178.677,107.193,126.841,120.117,99.44,66.1,59.31,148.65,123.1,150.06,218.08,-41.653,-43.731561,-41.653,0.073256,-0.001041
