result.date_p,result.platform,result.install_days_type,country_type,result.hist_sub_type,target_user_uv,day_paid_user_uv,day_revenue_usd,skin_tone_paid_user_uv,skin_tone_revenue_usd
20260722,iOS,30天内,英国,历史未订阅过,25,0,0.0,0,0.0
20260722,iOS,30天内,英国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260724,iOS,30天内,德国,历史未订阅过,5,0,0.0,0,0.0
20260724,iOS,新用户,巴西,历史未订阅过,15,1,2.55,1,2.55
20260725,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260801,Android,30天内,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260804,iOS,30天内,美国,历史未订阅过,39,3,49.68,3,49.68
20260806,iOS,新用户,西班牙,历史未订阅过,4,1,28.17,1,28.17
20260724,Android,30天以上,墨西哥,历史未订阅过,31,0,0.0,0,0.0
20260724,iOS,30天内,英国,历史未订阅过,26,1,10.11,1,10.11
20260728,iOS,30天以上,巴西,历史未订阅过,853,6,40.05,4,29.68
20260723,iOS,30天以上,英国,历史订阅过（含试用）,147,2,15.52,2,15.52
20260724,Android,30天以上,德国,历史订阅过（含试用）,2,1,4.46,1,4.46
20260728,iOS,30天内,巴西,历史未订阅过,76,2,11.35,1,2.52
20260801,Android,30天内,其他,历史订阅过（含试用）,1,1,11.81,0,0.0
20260802,iOS,30天内,澳大利亚,历史未订阅过,15,0,0.0,0,0.0
20260803,iOS,30天内,德国,历史未订阅过,14,2,20.3,2,20.3
20260804,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260804,iOS,新用户,巴西,历史订阅过（含试用）,1,0,0.0,0,0.0
20260724,Android,30天以上,以色列,历史未订阅过,1,0,0.0,0,0.0
20260727,iOS,30天内,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260801,iOS,30天内,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260805,iOS,30天以上,其他,历史未订阅过,1121,6,99.63,6,99.63
20260724,iOS,30天内,其他,历史未订阅过,170,1,5.8,1,5.8
20260725,Android,30天内,巴西,历史未订阅过,21,0,0.0,0,0.0
20260729,iOS,新用户,西班牙,历史未订阅过,6,0,0.0,0,0.0
20260730,iOS,30天以上,以色列,历史未订阅过,17,2,36.58,1,18.29
20260730,iOS,新用户,美国,历史未订阅过,36,0,0.0,0,0.0
20260804,Android,新用户,德国,历史未订阅过,1,0,0.0,0,0.0
20260804,iOS,新用户,墨西哥,历史未订阅过,2,0,0.0,0,0.0
20260722,iOS,新用户,西班牙,历史未订阅过,4,0,0.0,0,0.0
20260725,Android,30天内,其他,历史未订阅过,74,1,2.45,1,2.45
20260725,iOS,30天内,西班牙,历史未订阅过,12,0,0.0,0,0.0
20260727,iOS,30天以上,墨西哥,历史未订阅过,94,1,6.16,0,0.0
20260727,iOS,新用户,加拿大,历史未订阅过,7,0,0.0,0,0.0
20260729,iOS,30天以上,西班牙,历史未订阅过,120,0,0.0,0,0.0
20260801,iOS,新用户,美国,历史未订阅过,29,0,0.0,0,0.0
20260802,iOS,30天内,乌克兰,历史未订阅过,3,0,0.0,0,0.0
20260724,Android,30天以上,其他,历史未订阅过,353,0,0.0,0,0.0
20260724,iOS,新用户,英国,历史未订阅过,12,0,0.0,0,0.0
20260730,Android,新用户,德国,历史未订阅过,1,0,0.0,0,0.0
20260802,iOS,30天以上,英国,历史未订阅过,485,8,143.33,8,143.33
20260802,iOS,30天内,美国,历史未订阅过,47,3,38.13,2,32.54
20260803,iOS,30天以上,以色列,历史未订阅过,15,1,18.38,1,18.38
20260729,iOS,30天内,其他,历史订阅过（含试用）,6,2,30.13,0,0.0
20260803,iOS,30天内,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,Android,30天内,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260723,iOS,30天内,巴西,历史未订阅过,62,0,0.0,0,0.0
20260729,Android,30天以上,加拿大,历史未订阅过,2,0,0.0,0,0.0
20260730,iOS,30天以上,德国,历史未订阅过,77,0,0.0,0,0.0
20260803,iOS,30天以上,美国,历史未订阅过,498,12,173.87,9,114.39
20260804,iOS,30天以上,以色列,历史未订阅过,16,0,0.0,0,0.0
20260804,iOS,30天以上,加拿大,历史未订阅过,52,0,0.0,0,0.0
20260804,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260805,Android,新用户,巴西,历史未订阅过,4,0,0.0,0,0.0
20260722,iOS,30天以上,美国,历史未订阅过,248,4,94.13,3,67.19
20260729,iOS,30天以上,乌克兰,历史未订阅过,17,0,0.0,0,0.0
20260804,iOS,30天以上,英国,历史订阅过（含试用）,148,5,57.25,4,52.55
20260805,Android,30天内,美国,历史未订阅过,5,0,0.0,0,0.0
20260805,iOS,30天以上,墨西哥,历史订阅过（含试用）,15,0,0.0,0,0.0
20260806,Android,30天以上,以色列,历史未订阅过,1,0,0.0,0,0.0
20260722,Android,30天以上,其他,历史未订阅过,305,3,17.95,2,6.32
20260724,Android,30天以上,美国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260724,iOS,30天以上,加拿大,历史未订阅过,46,1,8.94,1,8.94
20260726,iOS,30天以上,乌克兰,历史未订阅过,32,1,4.66,1,4.66
20260728,Android,30天以上,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260729,iOS,新用户,澳大利亚,历史未订阅过,6,0,0.0,0,0.0
20260730,Android,30天以上,英国,历史未订阅过,15,0,0.0,0,0.0
20260730,Android,30天内,其他,历史未订阅过,40,0,0.0,0,0.0
20260730,iOS,30天内,美国,历史未订阅过,33,0,0.0,0,0.0
20260731,Android,30天以上,英国,历史未订阅过,16,0,0.0,0,0.0
20260802,Android,30天以上,墨西哥,历史未订阅过,32,0,0.0,0,0.0
20260806,Android,30天以上,墨西哥,历史未订阅过,30,0,0.0,0,0.0
20260722,iOS,新用户,巴西,历史未订阅过,19,0,0.0,0,0.0
20260723,iOS,新用户,澳大利亚,历史未订阅过,4,0,0.0,0,0.0
20260726,iOS,30天以上,其他,历史订阅过（含试用）,402,14,124.64,13,118.84
20260728,iOS,30天以上,美国,历史未订阅过,353,5,124.91,3,71.03
20260806,iOS,30天以上,西班牙,历史订阅过（含试用）,45,6,139.67,5,134.6
20260722,iOS,30天以上,其他,历史订阅过（含试用）,272,11,122.16,5,78.61
20260723,iOS,30天以上,德国,历史未订阅过,74,1,12.69,0,0.0
20260728,iOS,30天以上,墨西哥,历史未订阅过,64,0,0.0,0,0.0
20260731,Android,30天以上,德国,历史未订阅过,7,0,0.0,0,0.0
20260803,iOS,30天内,澳大利亚,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,Android,30天以上,澳大利亚,历史未订阅过,2,0,0.0,0,0.0
20260725,iOS,30天以上,美国,历史未订阅过,363,11,233.37,9,199.79
20260726,iOS,30天以上,英国,历史订阅过（含试用）,273,14,166.95,8,76.08
20260727,iOS,30天内,其他,历史未订阅过,191,4,37.65,1,16.68
20260801,Android,30天以上,德国,历史未订阅过,10,0,0.0,0,0.0
20260801,Android,30天内,其他,历史未订阅过,54,0,0.0,0,0.0
20260802,iOS,30天内,加拿大,历史未订阅过,5,0,0.0,0,0.0
20260803,iOS,30天以上,墨西哥,历史未订阅过,68,1,6.2,1,6.2
20260804,iOS,30天内,巴西,历史订阅过（含试用）,7,2,6.41,1,3.2
20260724,Android,30天以上,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260727,iOS,新用户,德国,历史未订阅过,2,0,0.0,0,0.0
20260804,iOS,30天内,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260805,iOS,30天以上,美国,历史订阅过（含试用）,173,8,66.09,7,60.5
20260725,Android,新用户,巴西,历史未订阅过,7,0,0.0,0,0.0
20260727,iOS,30天以上,澳大利亚,历史订阅过（含试用）,34,1,8.9,1,8.9
20260728,iOS,30天以上,德国,历史订阅过（含试用）,17,1,28.17,1,28.17
20260802,iOS,30天以上,加拿大,历史订阅过（含试用）,27,1,24.46,1,24.46
20260802,iOS,30天以上,美国,历史未订阅过,452,10,98.63,10,98.63
20260803,Android,30天以上,澳大利亚,历史未订阅过,2,0,0.0,0,0.0
20260804,iOS,30天以上,美国,历史订阅过（含试用）,178,13,181.21,10,131.53
20260805,Android,30天以上,英国,历史未订阅过,6,0,0.0,0,0.0
20260805,iOS,30天内,澳大利亚,历史未订阅过,9,0,0.0,0,0.0
20260806,Android,30天以上,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260723,iOS,30天内,乌克兰,历史订阅过（含试用）,1,0,0.0,0,0.0
20260724,iOS,30天以上,西班牙,历史订阅过（含试用）,43,4,40.21,3,30.1
20260726,Android,30天内,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260727,Android,30天以上,巴西,历史订阅过（含试用）,64,2,19.23,1,16.65
20260730,Android,新用户,墨西哥,历史未订阅过,1,0,0.0,0,0.0
20260801,Android,30天内,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,Android,新用户,其他,历史未订阅过,13,0,0.0,0,0.0
20260804,Android,30天以上,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260805,Android,30天以上,墨西哥,历史未订阅过,25,0,0.0,0,0.0
20260723,iOS,30天内,以色列,历史订阅过（含试用）,1,0,0.0,0,0.0
20260724,iOS,新用户,德国,历史未订阅过,6,0,0.0,0,0.0
20260724,iOS,新用户,澳大利亚,历史未订阅过,6,1,28.04,1,28.04
20260725,iOS,30天以上,加拿大,历史未订阅过,38,0,0.0,0,0.0
20260806,iOS,30天以上,乌克兰,历史未订阅过,21,0,0.0,0,0.0
20260806,iOS,30天以上,以色列,历史未订阅过,10,0,0.0,0,0.0
20260723,Android,30天以上,巴西,历史订阅过（含试用）,40,0,0.0,0,0.0
20260724,Android,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260724,iOS,新用户,墨西哥,历史未订阅过,7,0,0.0,0,0.0
20260729,iOS,新用户,墨西哥,历史未订阅过,4,0,0.0,0,0.0
20260801,iOS,30天内,美国,历史未订阅过,24,1,26.94,1,26.94
20260803,iOS,30天内,巴西,历史订阅过（含试用）,2,0,0.0,0,0.0
20260804,Android,30天以上,西班牙,历史未订阅过,6,0,0.0,0,0.0
20260804,Android,30天内,西班牙,历史未订阅过,3,0,0.0,0,0.0
20260804,iOS,新用户,美国,历史未订阅过,30,1,5.59,1,5.59
20260805,Android,30天以上,巴西,历史未订阅过,204,0,0.0,0,0.0
20260805,Android,30天内,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260724,iOS,30天以上,以色列,历史未订阅过,22,2,36.7,2,36.7
20260726,Android,新用户,巴西,历史未订阅过,3,0,0.0,0,0.0
20260729,Android,30天以上,巴西,历史未订阅过,218,0,0.0,0,0.0
20260729,iOS,30天以上,其他,历史未订阅过,1108,11,170.14,6,68.51
20260729,iOS,新用户,巴西,历史未订阅过,20,0,0.0,0,0.0
20260730,Android,30天内,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260731,iOS,30天内,英国,历史未订阅过,36,1,4.71,1,4.71
20260801,Android,30天以上,墨西哥,历史订阅过（含试用）,2,0,0.0,0,0.0
20260731,iOS,新用户,墨西哥,历史未订阅过,10,1,17.73,1,17.73
20260801,Android,30天内,墨西哥,历史未订阅过,4,0,0.0,0,0.0
20260803,iOS,30天以上,巴西,历史订阅过（含试用）,430,8,46.58,3,15.33
20260805,iOS,30天内,其他,历史订阅过（含试用）,5,0,0.0,0,0.0
20260806,iOS,30天以上,澳大利亚,历史未订阅过,44,1,28.17,1,28.17
20260724,iOS,30天以上,加拿大,历史订阅过（含试用）,16,1,34.8,1,34.8
20260726,iOS,30天以上,美国,历史订阅过（含试用）,259,31,363.08,23,263.74
20260728,iOS,新用户,巴西,历史未订阅过,24,1,3.2,1,3.2
20260802,iOS,新用户,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260723,Android,30天以上,其他,历史订阅过（含试用）,30,2,21.93,1,11.79
20260723,iOS,30天以上,以色列,历史未订阅过,10,1,22.76,0,0.0
20260723,iOS,新用户,德国,历史未订阅过,5,0,0.0,0,0.0
20260725,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260727,Android,新用户,德国,历史未订阅过,2,0,0.0,0,0.0
20260801,iOS,30天以上,乌克兰,历史未订阅过,24,0,0.0,0,0.0
20260801,iOS,30天以上,其他,历史未订阅过,1243,12,199.6,10,157.07
20260804,iOS,30天以上,以色列,历史订阅过（含试用）,2,0,0.0,0,0.0
20260726,Android,30天以上,墨西哥,历史订阅过（含试用）,3,0,0.0,0,0.0
20260726,iOS,30天内,美国,历史订阅过（含试用）,5,1,26.94,1,26.94
20260730,iOS,新用户,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260731,Android,30天以上,巴西,历史未订阅过,219,1,16.75,1,16.75
20260801,iOS,30天以上,以色列,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,iOS,30天以上,加拿大,历史未订阅过,58,1,7.34,1,7.34
20260804,iOS,30天内,以色列,历史未订阅过,2,0,0.0,0,0.0
20260805,Android,30天内,墨西哥,历史未订阅过,3,0,0.0,0,0.0
20260806,iOS,30天以上,美国,历史未订阅过,338,7,103.2,7,103.2
20260724,iOS,30天内,英国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260725,iOS,30天以上,乌克兰,历史订阅过（含试用）,8,0,0.0,0,0.0
20260726,iOS,30天内,澳大利亚,历史未订阅过,7,1,10.09,1,10.09
20260802,Android,30天内,其他,历史未订阅过,51,0,0.0,0,0.0
20260803,iOS,30天内,以色列,历史未订阅过,2,0,0.0,0,0.0
20260805,iOS,新用户,美国,历史未订阅过,30,4,57.37,3,49.68
20260726,iOS,30天内,澳大利亚,历史订阅过（含试用）,2,0,0.0,0,0.0
20260727,Android,新用户,巴西,历史未订阅过,5,0,0.0,0,0.0
20260729,iOS,30天内,澳大利亚,历史订阅过（含试用）,1,0,0.0,0,0.0
20260806,iOS,30天以上,墨西哥,历史订阅过（含试用）,20,0,0.0,0,0.0
20260806,iOS,30天内,美国,历史未订阅过,34,1,5.59,1,5.59
20260726,iOS,30天以上,美国,历史未订阅过,449,13,179.81,11,125.93
20260728,iOS,新用户,澳大利亚,历史未订阅过,2,0,0.0,0,0.0
20260801,Android,新用户,墨西哥,历史未订阅过,1,0,0.0,0,0.0
20260806,iOS,新用户,其他,历史未订阅过,79,1,17.53,1,17.53
20260727,iOS,30天以上,加拿大,历史未订阅过,82,0,0.0,0,0.0
20260728,Android,新用户,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260729,Android,新用户,其他,历史未订阅过,8,0,0.0,0,0.0
20260729,iOS,30天以上,德国,历史订阅过（含试用）,26,0,0.0,0,0.0
20260802,iOS,新用户,澳大利亚,历史未订阅过,8,0,0.0,0,0.0
20260803,Android,30天以上,英国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260723,Android,30天以上,德国,历史未订阅过,6,0,0.0,0,0.0
20260726,iOS,30天以上,巴西,历史未订阅过,1126,10,65.2,8,50.97
20260727,iOS,30天以上,西班牙,历史未订阅过,133,3,62.07,3,62.07
20260729,Android,30天内,英国,历史未订阅过,3,0,0.0,0,0.0
20260730,Android,30天以上,澳大利亚,历史订阅过（含试用）,1,0,0.0,0,0.0
20260730,iOS,30天内,澳大利亚,历史未订阅过,4,0,0.0,0,0.0
20260801,iOS,30天内,其他,历史订阅过（含试用）,7,1,6.1,1,6.1
20260803,Android,30天以上,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260804,iOS,30天以上,英国,历史未订阅过,261,5,97.18,5,97.18
20260805,Android,新用户,英国,历史未订阅过,1,0,0.0,0,0.0
20260805,iOS,30天以上,澳大利亚,历史未订阅过,36,4,55.17,4,55.17
20260805,iOS,30天内,其他,历史未订阅过,148,1,16.68,0,0.0
20260806,Android,30天以上,其他,历史未订阅过,308,2,10.99,2,10.99
20260806,iOS,新用户,德国,历史未订阅过,4,1,28.46,1,28.46
20260727,iOS,30天以上,以色列,历史订阅过（含试用）,2,0,0.0,0,0.0
20260729,iOS,30天以上,乌克兰,历史订阅过（含试用）,13,0,0.0,0,0.0
20260729,iOS,30天以上,美国,历史订阅过（含试用）,182,21,160.15,11,82.87
20260731,Android,30天以上,其他,历史订阅过（含试用）,38,1,3.53,0,0.0
20260731,iOS,新用户,英国,历史未订阅过,15,0,0.0,0,0.0
20260727,iOS,30天内,澳大利亚,历史未订阅过,5,0,0.0,0,0.0
20260728,iOS,30天以上,其他,历史未订阅过,1210,5,50.51,4,33.89
20260730,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260730,iOS,新用户,德国,历史未订阅过,7,0,0.0,0,0.0
20260801,Android,30天以上,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260801,iOS,30天以上,墨西哥,历史未订阅过,65,0,0.0,0,0.0
20260802,Android,30天内,墨西哥,历史未订阅过,7,0,0.0,0,0.0
20260806,iOS,30天内,英国,历史未订阅过,23,0,0.0,0,0.0
20260725,iOS,30天以上,德国,历史订阅过（含试用）,38,2,36.12,1,10.03
20260726,iOS,30天内,墨西哥,历史未订阅过,13,0,0.0,0,0.0
20260726,iOS,新用户,西班牙,历史未订阅过,7,0,0.0,0,0.0
20260731,Android,30天以上,美国,历史未订阅过,20,0,0.0,0,0.0
20260802,iOS,30天以上,巴西,历史未订阅过,1055,11,81.59,9,63.81
20260803,Android,30天以上,美国,历史未订阅过,18,1,30.59,0,0.0
20260803,iOS,30天内,乌克兰,历史订阅过（含试用）,1,0,0.0,0,0.0
20260805,iOS,30天以上,英国,历史未订阅过,227,1,4.7,1,4.7
20260722,iOS,30天内,西班牙,历史未订阅过,12,0,0.0,0,0.0
20260726,Android,30天内,其他,历史未订阅过,65,1,3.59,1,3.59
20260727,iOS,30天内,澳大利亚,历史订阅过（含试用）,1,1,8.9,1,8.9
20260730,Android,新用户,其他,历史未订阅过,10,0,0.0,0,0.0
20260731,iOS,新用户,澳大利亚,历史未订阅过,3,0,0.0,0,0.0
20260731,iOS,新用户,西班牙,历史未订阅过,3,0,0.0,0,0.0
